Site,Sp,Seedlot_label,plantingyear,assessment_date_qual,num_planted,best.ht,mean.ht.survived,survival.rate,mean.perform,rating,rating_new,assessor_name_qual,SiteName,BECvar,longitude,latitude
MTSH,Py,ID_Plains,2009,2019,100,7.8,5.94,98,5.82,1_Excellent,1_Excellent,Data,Mt St Helen WA,.,-122.65059,46.27593
MTSH,Sx,Montana_Idaho,2009,2019,100,6.3,3.76,91,3.42,2_Good,1_Excellent,Data,Mt St Helen WA,.,-122.65059,46.27593
MTSH,Yc,Maritime,2009,2019,100,5.4,3.75,69,2.59,2_Good,3_Fair,Data,Mt St Helen WA,.,-122.65059,46.27593
NITI,Ba,BC_South_Int,2012,2022,100,4.22,1.63,84,1.37,3_Fair,2_Good,Data,Nitinat,CWHvm1,-124.75667,48.85833
NITI,Bl,BC_South_Int,2012,2022,100,2.55,1.16,52,0.6,4_Poor,4_Poor,Data,Nitinat,CWHvm1,-124.75667,48.85833
NITI,Cw,Cw_Kootenay,2012,2022,100,8.15,5.1,95,4.85,1_Excellent,2_Good,Data,Nitinat,CWHvm1,-124.75667,48.85833
NITI,Fdc,SpringfieldOR,2012,2022,100,8,5.37,88,4.72,1_Excellent,0_Superior,Data,Nitinat,CWHvm1,-124.75667,48.85833
NITI,Fdi,63077,2012,2022,100,6.94,4.78,91,4.35,1_Excellent,1_Excellent,Data,Nitinat,CWHvm1,-124.75667,48.85833
NITI,Hw,61145,2012,2022,100,8.6,5.2,87,4.52,1_Excellent,1_Excellent,Data,Nitinat,CWHvm1,-124.75667,48.85833
NITI,Lw,60779,2012,2022,100,3.72,2.21,35,0.77,4_Poor,4_Poor,Data,Nitinat,CWHvm1,-124.75667,48.85833
NITI,Pl,63055,2012,2022,100,7.32,5.14,84,4.32,1_Excellent,2_Good,Data,Nitinat,CWHvm1,-124.75667,48.85833
NITI,Pw,61256,2012,2022,100,7.14,4.27,90,3.84,2_Good,0_Superior,Data,Nitinat,CWHvm1,-124.75667,48.85833
NITI,Py,ID_Plains,2012,2022,100,6.52,4.37,97,4.24,1_Excellent,1_Excellent,Data,Nitinat,CWHvm1,-124.75667,48.85833
NITI,Ss,63025,2012,2022,100,7.13,4.75,98,4.66,1_Excellent,1_Excellent,Data,Nitinat,CWHvm1,-124.75667,48.85833
NITI,Sx,63063,2012,2022,100,7.17,3.34,88,2.94,2_Good,1_Excellent,Data,Nitinat,CWHvm1,-124.75667,48.85833
NITI,Yc,Kootenay,2012,2022,100,4.7,2.86,94,2.69,2_Good,2_Good,Data,Nitinat,CWHvm1,-124.75667,48.85833
PARK,Bl,BC_South_Int,2010,2020,100,2.84,1.5,68,1.02,4_Poor,3_Fair,Data,Parksville,CWHxm1,-124.43889,49.24694
PARK,Cw,Cw_Kootenay,2010,2020,100,6.4,3.44,98,3.37,2_Good,2_Good,Data,Parksville,CWHxm1,-124.43889,49.24694
PARK,Fdc,Local,2010,2020,100,7.46,5.34,87,4.65,1_Excellent,0_Superior,Data,Parksville,CWHxm1,-124.43889,49.24694
PARK,Fdi,ID_north,2010,2020,100,7.71,3.97,92,3.65,2_Good,1_Excellent,Data,Parksville,CWHxm1,-124.43889,49.24694
PARK,Hw,61354,2010,2020,100,7.18,3.32,78,2.59,2_Good,2_Good,Data,Parksville,CWHxm1,-124.43889,49.24694
PARK,Lw,60779,2010,2020,100,7.1,4.15,83,3.45,2_Good,2_Good,Data,Parksville,CWHxm1,-124.43889,49.24694
PARK,Pl,63055,2010,2020,100,6.53,4.88,92,4.49,1_Excellent,2_Good,Data,Parksville,CWHxm1,-124.43889,49.24694
PARK,Pw,61256,2010,2020,100,7.37,4.28,82,3.51,2_Good,0_Superior,Data,Parksville,CWHxm1,-124.43889,49.24694
PARK,Py,ID_Plains,2010,2020,100,5.37,3.6,87,3.13,2_Good,2_Good,Data,Parksville,CWHxm1,-124.43889,49.24694
PARK,Ss,Local,2010,2020,100,6.55,3.12,89,2.78,2_Good,2_Good,Data,Parksville,CWHxm1,-124.43889,49.24694
PARK,Sx,63103,2010,2020,100,4.83,2.74,93,2.55,2_Good,1_Excellent,Data,Parksville,CWHxm1,-124.43889,49.24694
PARK,Yc,Maritime,2010,2020,100,5.32,3.16,89,2.82,2_Good,2_Good,Data,Parksville,CWHxm1,-124.43889,49.24694
PGTI,Ba,BC_South_Int,2011,2021,100,0,0,0,0,5_Fail,5_Fail,Data,PGTIS,SBSmh,-122.71861,53.76639
PGTI,Bg,Kootenay,2011,2021,100,0.73,0.29,38,0.11,4_Poor,4_Poor,Data,PGTIS,SBSmh,-122.71861,53.76639
PGTI,Bl,BC_South_Int,2011,2021,100,0.5,0.26,15,0.04,5_Fail,5_Fail,Data,PGTIS,SBSmh,-122.71861,53.76639
PGTI,Cw,Cw_Kootenay,2011,2021,100,0,0,0,0,5_Fail,5_Fail,Data,PGTIS,SBSmh,-122.71861,53.76639
PGTI,Ep,BC_South_Int,2011,2021,100,0.61,0.61,1,0.01,5_Fail,5_Fail,Data,PGTIS,SBSmh,-122.71861,53.76639
PGTI,Fdc,LongviewWA,2011,2021,100,0,0,0,0,5_Fail,5_Fail,Data,PGTIS,SBSmh,-122.71861,53.76639
PGTI,Fdi,63057,2011,2021,100,1.81,0.74,76,0.56,3_Fair,4_Poor,Data,PGTIS,SBSmh,-122.71861,53.76639
PGTI,Lw,ID_WA_north,2011,2021,100,1.58,0.75,8,0.06,5_Fail,5_Fail,Data,PGTIS,SBSmh,-122.71861,53.76639
PGTI,Pl,63018,2011,2021,100,5.4,3.83,89,3.4,2_Good,2_Good,Data,PGTIS,SBSmh,-122.71861,53.76639
PGTI,Py,BC_south_Int,2011,2021,100,2.76,1.7,95,1.62,3_Fair,2_Good,Data,PGTIS,SBSmh,-122.71861,53.76639
PGTI,Sx,63063,2011,2021,100,2.4,1.5,58,0.87,4_Poor,3_Fair,Data,PGTIS,SBSmh,-122.71861,53.76639
PLAC,At,BC_South_Int,2009,2019,100,0.41,0.3,8,0.02,5_Fail,5_Fail,Data,Placer Mountain,ESSFxc1,-120.37286,49.13772
PLAC,Ba,BC_South_Int,2009,2019,100,0,0,0,0,5_Fail,5_Fail,Data,Placer Mountain,ESSFxc1,-120.37286,49.13772
PLAC,Fdc,CoosBayOR,2009,2019,100,0,0,0,0,5_Fail,5_Fail,Data,Placer Mountain,ESSFxc1,-120.37286,49.13772
PLAC,Fdi,ID_north,2009,2019,100,0,0,0,0,5_Fail,5_Fail,Data,Placer Mountain,ESSFxc1,-120.37286,49.13772
PLAC,Hw,61145,2009,2019,100,0,0,0,0,5_Fail,5_Fail,Data,Placer Mountain,ESSFxc1,-120.37286,49.13772
PLAC,Lw,60773,2009,2019,100,0,0,0,0,5_Fail,5_Fail,Data,Placer Mountain,ESSFxc1,-120.37286,49.13772
PLAC,Pl,Local,2009,2019,100,2.55,1.56,60,0.93,4_Poor,4_Poor,Data,Placer Mountain,ESSFxc1,-120.37286,49.13772
PLAC,Pw,61256,2009,2019,100,0,0,0,0,5_Fail,5_Fail,Data,Placer Mountain,ESSFxc1,-120.37286,49.13772
PLAC,Sx,60777,2009,2019,100,1.82,1.27,36,0.46,4_Poor,4_Poor,Data,Placer Mountain,ESSFxc1,-120.37286,49.13772
PLAC,Yc,Kootenay,2009,2019,100,0,0,0,0,5_Fail,5_Fail,Data,Placer Mountain,ESSFxc1,-120.37286,49.13772
PORT,At,BC_South_Int,2010,2020,100,2.25,0.81,55,0.45,4_Poor,4_Poor,Data,Port Alberni,CWHxm2,-125.04222,49.42667
PORT,Bg,Kootenay,2010,2020,100,3.14,1.8,90,1.62,3_Fair,2_Good,Data,Port Alberni,CWHxm2,-125.04222,49.42667
PORT,Bl,BC_South_Int,2010,2020,100,3,1.6,78,1.25,3_Fair,2_Good,Data,Port Alberni,CWHxm2,-125.04222,49.42667
PORT,Cw,Local,2010,2020,100,4.95,3.25,95,3.09,2_Good,2_Good,Data,Port Alberni,CWHxm2,-125.04222,49.42667
PORT,Fdc,SpringfieldOR,2010,2020,100,6.45,4.21,91,3.83,2_Good,1_Excellent,Data,Port Alberni,CWHxm2,-125.04222,49.42667
PORT,Fdi,63016,2010,2020,100,5.9,2.97,83,2.47,2_Good,2_Good,Data,Port Alberni,CWHxm2,-125.04222,49.42667
PORT,Hw,Local,2010,2020,100,5,2.47,81,2,3_Fair,2_Good,Data,Port Alberni,CWHxm2,-125.04222,49.42667
PORT,Lw,ID_WA_north,2010,2020,100,6.1,3.04,87,2.64,2_Good,2_Good,Data,Port Alberni,CWHxm2,-125.04222,49.42667
PORT,Pl,Local,2010,2020,100,9.88,5.62,99,5.57,1_Excellent,2_Good,Data,Port Alberni,CWHxm2,-125.04222,49.42667
PORT,Pw,60785,2010,2020,100,6.17,3.86,89,3.44,2_Good,1_Excellent,Data,Port Alberni,CWHxm2,-125.04222,49.42667
PORT,Py,BC_south_Int,2010,2020,100,5.75,3.71,97,3.6,2_Good,2_Good,Data,Port Alberni,CWHxm2,-125.04222,49.42667
PORT,Ss,63025,2010,2020,100,5.16,2.46,90,2.22,2_Good,2_Good,Data,Port Alberni,CWHxm2,-125.04222,49.42667
PORT,Sx,60156,2010,2020,100,5.44,2.5,87,2.18,2_Good,1_Excellent,Data,Port Alberni,CWHxm2,-125.04222,49.42667
PORT,Yc,Maritime,2010,2020,100,4.6,2.85,85,2.42,2_Good,2_Good,Data,Port Alberni,CWHxm2,-125.04222,49.42667
PREF,At,BC_South_Int,2012,2022,100,0,0,0,0,5_Fail,5_Fail,Data,Priest River,.,-116.6833,48.35
PREF,Ba,BC_South_Int,2012,2022,100,0,0,0,0,5_Fail,5_Fail,Data,Priest River,.,-116.6833,48.35
PREF,Bg,Kootenay,2012,2022,100,0,0,0,0,5_Fail,5_Fail,Data,Priest River,.,-116.6833,48.35
PREF,Bl,BC_South_Int,2012,2022,100,0,0,0,0,5_Fail,5_Fail,Data,Priest River,.,-116.6833,48.35
PREF,Ep,BC_South_Int,2012,2022,100,0,0,0,0,5_Fail,5_Fail,Data,Priest River,.,-116.6833,48.35
PREF,Fdc,63094,2012,2022,100,0,0,0,0,5_Fail,5_Fail,Data,Priest River,.,-116.6833,48.35
PREF,Fdi,ID_north,2012,2022,100,0,0,0,0,5_Fail,5_Fail,Data,Priest River,.,-116.6833,48.35
PREF,Hw,61145,2012,2022,100,0,0,0,0,5_Fail,5_Fail,Data,Priest River,.,-116.6833,48.35
PREF,Lw,60779,2012,2022,100,0,0,0,0,5_Fail,5_Fail,Data,Priest River,.,-116.6833,48.35
PREF,Pl,Montana_Idaho,2012,2022,100,0,0,0,0,5_Fail,5_Fail,Data,Priest River,.,-116.6833,48.35
PREF,Pw,61256,2012,2022,100,0,0,0,0,5_Fail,5_Fail,Data,Priest River,.,-116.6833,48.35
PREF,Py,ID_Plains,2012,2022,100,0,0,0,0,5_Fail,5_Fail,Data,Priest River,.,-116.6833,48.35
PREF,Sx,60446,2012,2022,100,0,0,0,0,5_Fail,5_Fail,Data,Priest River,.,-116.6833,48.35
REVN,At,BC_South_Int,2012,2022,100,4.35,1.37,9,0.12,5_Fail,5_Fail,Data,Revelstoke North,ESSFvc,-118.40549,51.46368
REVN,Ba,BC_South_Int,2012,2022,100,3.24,1.65,73,1.21,4_Poor,3_Fair,Data,Revelstoke North,ESSFvc,-118.40549,51.46368
REVN,Bg,Kootenay,2012,2022,100,2.25,1.27,66,0.84,4_Poor,4_Poor,Data,Revelstoke North,ESSFvc,-118.40549,51.46368
REVN,Bl,BC_South_Int,2012,2022,100,2.6,1.53,59,0.9,4_Poor,3_Fair,Data,Revelstoke North,ESSFvc,-118.40549,51.46368
REVN,Cw,63035,2012,2022,100,0.24,0.24,1,0,5_Fail,5_Fail,Data,Revelstoke North,ESSFvc,-118.40549,51.46368
REVN,Ep,BC_South_Int,2012,2022,100,3.8,1.6,6,0.1,5_Fail,5_Fail,Data,Revelstoke North,ESSFvc,-118.40549,51.46368
REVN,Fdc,LongviewWA,2012,2022,100,0,0,0,0,5_Fail,5_Fail,Data,Revelstoke North,ESSFvc,-118.40549,51.46368
REVN,Fdi,63058,2012,2022,100,2.87,1.83,44,0.81,4_Poor,4_Poor,Data,Revelstoke North,ESSFvc,-118.40549,51.46368
REVN,Hw,61354,2012,2022,100,0,0,0,0,5_Fail,5_Fail,Data,Revelstoke North,ESSFvc,-118.40549,51.46368
REVN,Pl,Montana_Idaho,2012,2022,100,3.9,2.55,74,1.88,3_Fair,4_Poor,Data,Revelstoke North,ESSFvc,-118.40549,51.46368
REVN,Pw,61256,2012,2022,100,2.03,1.02,34,0.35,4_Poor,4_Poor,Data,Revelstoke North,ESSFvc,-118.40549,51.46368
REVN,Py,BC_south_Int,2012,2022,100,2.52,1.38,42,0.58,4_Poor,4_Poor,Data,Revelstoke North,ESSFvc,-118.40549,51.46368
REVN,Sx,60777,2012,2022,100,2.91,1.65,77,1.27,3_Fair,2_Good,Data,Revelstoke North,ESSFvc,-118.40549,51.46368
REVN,Yc,Kootenay,2012,2022,100,2.1,1.31,75,0.98,4_Poor,3_Fair,Data,Revelstoke North,ESSFvc,-118.40549,51.46368
REVS,At,BC_South_Int,2011,2021,100,2.32,0.8,33,0.26,4_Poor,4_Poor,Data,Revelstoke South,ICHmw2,-117.96769,50.75892
REVS,Ba,BC_South_Int,2011,2021,100,4.72,1.45,78,1.13,3_Fair,3_Fair,Data,Revelstoke South,ICHmw2,-117.96769,50.75892
REVS,Bl,BC_South_Int,2011,2021,100,3.05,1.56,84,1.31,3_Fair,2_Good,Data,Revelstoke South,ICHmw2,-117.96769,50.75892
REVS,Cw,Cw_Kootenay,2011,2021,100,5.66,1.76,92,1.62,3_Fair,3_Fair,Data,Revelstoke South,ICHmw2,-117.96769,50.75892
REVS,Fdc,63022,2011,2021,100,5.48,3.3,57,1.88,3_Fair,2_Good,Data,Revelstoke South,ICHmw2,-117.96769,50.75892
REVS,Fdi,Local,2011,2021,100,7.67,5.38,97,5.22,1_Excellent,0_Superior,Data,Revelstoke South,ICHmw2,-117.96769,50.75892
REVS,Hw,Monashee,2011,2021,100,5.23,2.51,71,1.78,3_Fair,3_Fair,Data,Revelstoke South,ICHmw2,-117.96769,50.75892
REVS,Lw,60773,2011,2021,100,8.04,5.23,58,3.03,3_Fair,2_Good,Data,Revelstoke South,ICHmw2,-117.96769,50.75892
REVS,Pl,63056,2011,2021,100,7.26,5.32,79,4.2,1_Excellent,2_Good,Data,Revelstoke South,ICHmw2,-117.96769,50.75892
REVS,Pw,60785,2011,2021,100,4.31,2.85,91,2.59,2_Good,1_Excellent,Data,Revelstoke South,ICHmw2,-117.96769,50.75892
REVS,Py,BC_south_Int,2011,2021,100,5.56,3.72,57,2.12,3_Fair,3_Fair,Data,Revelstoke South,ICHmw2,-117.96769,50.75892
REVS,Ss,63025,2011,2021,100,3.77,2.06,65,1.34,4_Poor,3_Fair,Data,Revelstoke South,ICHmw2,-117.96769,50.75892
REVS,Sx,60156,2011,2021,100,4.23,2.32,78,1.81,3_Fair,2_Good,Data,Revelstoke South,ICHmw2,-117.96769,50.75892
REVS,Yc,Maritime,2011,2021,100,3.15,1.57,84,1.32,3_Fair,3_Fair,Data,Revelstoke South,ICHmw2,-117.96769,50.75892
RISK,At,BC_South_Int,2009,2019,100,2.13,0.88,33,0.29,4_Poor,4_Poor,Data,Riske Creek,SBPSmk,-122.72722,52.01028
RISK,Bl,BC_South_Int,2009,2019,100,0.69,0.31,12,0.04,5_Fail,5_Fail,Data,Riske Creek,SBPSmk,-122.72722,52.01028
RISK,Ep,BC_South_Int,2009,2019,100,0.85,0.85,1,0.01,5_Fail,5_Fail,Data,Riske Creek,SBPSmk,-122.72722,52.01028
RISK,Fdc,LongviewWA,2009,2019,100,0,0,0,0,5_Fail,5_Fail,Data,Riske Creek,SBPSmk,-122.72722,52.01028
RISK,Fdi,60784,2009,2019,100,1.19,0.72,8,0.06,5_Fail,5_Fail,Data,Riske Creek,SBPSmk,-122.72722,52.01028
RISK,Hw,61145,2009,2019,100,0,0,0,0,5_Fail,5_Fail,Data,Riske Creek,SBPSmk,-122.72722,52.01028
RISK,Lw,60779,2009,2019,100,2.49,0.88,28,0.25,4_Poor,4_Poor,Data,Riske Creek,SBPSmk,-122.72722,52.01028
RISK,Pl,63018,2009,2019,100,2.75,1.6,34,0.54,4_Poor,4_Poor,Data,Riske Creek,SBPSmk,-122.72722,52.01028
RISK,Pw,61256,2009,2019,100,0.4,0.28,4,0.01,5_Fail,5_Fail,Data,Riske Creek,SBPSmk,-122.72722,52.01028
RISK,Py,ID_Plains,2009,2019,100,1.5,0.76,40,0.3,4_Poor,4_Poor,Data,Riske Creek,SBPSmk,-122.72722,52.01028
RISK,Sx,61233,2009,2019,100,1.22,0.7,43,0.3,4_Poor,4_Poor,Data,Riske Creek,SBPSmk,-122.72722,52.01028
RISK,Yc,Kootenay,2009,2019,100,0,0,0,0,5_Fail,5_Fail,Data,Riske Creek,SBPSmk,-122.72722,52.01028
SIST,At,BC_South_Int,2011,2021,100,0,0,0,0,5_Fail,5_Fail,Data,Sisters OR,.,-121.6715,44.55381
SIST,Ba,BC_South_Int,2011,2021,100,0,0,0,0,5_Fail,5_Fail,Data,Sisters OR,.,-121.6715,44.55381
SIST,Bg,Kootenay,2011,2021,75,0,0,0,0,5_Fail,5_Fail,Data,Sisters OR,.,-121.6715,44.55381
SIST,Cw,Cw_Kootenay,2011,2021,100,0,0,0,0,5_Fail,5_Fail,Data,Sisters OR,.,-121.6715,44.55381
SIST,Ep,BC_South_Int,2011,2021,100,0,0,0,0,5_Fail,5_Fail,Data,Sisters OR,.,-121.6715,44.55381
SIST,Fdc,63094,2011,2021,100,0,0,0,0,5_Fail,5_Fail,Data,Sisters OR,.,-121.6715,44.55381
SIST,Fdi,63016,2011,2021,100,2.79,2.62,2,0.05,5_Fail,4_Poor,Data,Sisters OR,.,-121.6715,44.55381
SIST,Hw,61354,2011,2021,100,0,0,0,0,5_Fail,5_Fail,Data,Sisters OR,.,-121.6715,44.55381
SIST,Lw,60773,2011,2021,100,2.92,2.92,1,0.03,5_Fail,4_Poor,Data,Sisters OR,.,-121.6715,44.55381
SIST,Pl,63055,2011,2021,100,0,0,0,0,5_Fail,5_Fail,Data,Sisters OR,.,-121.6715,44.55381
SIST,Pw,61256,2011,2021,100,0,0,0,0,5_Fail,5_Fail,Data,Sisters OR,.,-121.6715,44.55381
SIST,Py,ID_Plains,2011,2021,100,3.21,2.69,2,0.05,5_Fail,4_Poor,Data,Sisters OR,.,-121.6715,44.55381
SIST,Ss,63025,2011,2021,100,0,0,0,0,5_Fail,5_Fail,Data,Sisters OR,.,-121.6715,44.55381
SIST,Sx,Montana_Idaho,2011,2021,100,0,0,0,0,5_Fail,5_Fail,Data,Sisters OR,.,-121.6715,44.55381
SIST,Yc,Maritime,2011,2021,100,0,0,0,0,5_Fail,5_Fail,Data,Sisters OR,.,-121.6715,44.55381
SKIM,Cw,Cw_Kootenay,2012,2022,100,4.94,2.12,41,0.87,4_Poor,4_Poor,Data,Skimikin,IDFmw2,-119.40489,50.80506
SKIM,Ep,BC_South_Int,2012,2022,100,7.3,3.62,29,1.05,4_Poor,4_Poor,Data,Skimikin,IDFmw2,-119.40489,50.80506
SKIM,Fdc,63094,2012,2022,100,6,3.31,64,2.12,3_Fair,2_Good,Data,Skimikin,IDFmw2,-119.40489,50.80506
SKIM,Fdi,63058,2012,2022,100,4.22,2.52,80,2.01,2_Good,2_Good,Data,Skimikin,IDFmw2,-119.40489,50.80506
SKIM,Hw,Monashee,2012,2022,100,4.52,1.84,28,0.52,4_Poor,4_Poor,Data,Skimikin,IDFmw2,-119.40489,50.80506
SKIM,Lw,ID_WA_north,2012,2022,100,9.55,5.39,76,4.09,1_Excellent,1_Excellent,Data,Skimikin,IDFmw2,-119.40489,50.80506
SKIM,Pl,Local,2012,2022,100,6.06,4.07,78,3.18,2_Good,2_Good,Data,Skimikin,IDFmw2,-119.40489,50.80506
SKIM,Pw,61256,2012,2022,100,4.23,2.34,47,1.1,4_Poor,4_Poor,Data,Skimikin,IDFmw2,-119.40489,50.80506
SKIM,Py,ID_Plains,2012,2022,100,5.3,3.18,87,2.77,2_Good,2_Good,Data,Skimikin,IDFmw2,-119.40489,50.80506
SKIM,Ss,63025,2012,2022,100,3.52,1.94,24,0.47,5_Fail,4_Poor,Data,Skimikin,IDFmw2,-119.40489,50.80506
SKIM,Sx,63063,2012,2022,100,4.23,2.57,31,0.8,4_Poor,3_Fair,Data,Skimikin,IDFmw2,-119.40489,50.80506
SKIM,Yc,Maritime,2012,2022,100,2.8,1.33,78,1.04,3_Fair,3_Fair,Data,Skimikin,IDFmw2,-119.40489,50.80506
SPIL,At,BC_South_Int,2009,2019,100,1.45,0.74,16,0.12,5_Fail,5_Fail,Data,Spillimacheen,IDFdk5,-116.49039,50.91833
SPIL,Cw,Cw_Kootenay,2009,2019,100,0,0,0,0,5_Fail,5_Fail,Data,Spillimacheen,IDFdk5,-116.49039,50.91833
SPIL,Ep,BC_South_Int,2009,2019,100,0,0,0,0,5_Fail,5_Fail,Data,Spillimacheen,IDFdk5,-116.49039,50.91833
SPIL,Fdi,Local,2009,2019,100,0.97,0.46,6,0.03,5_Fail,5_Fail,Data,Spillimacheen,IDFdk5,-116.49039,50.91833
SPIL,Hw,Monashee,2009,2019,100,0,0,0,0,5_Fail,5_Fail,Data,Spillimacheen,IDFdk5,-116.49039,50.91833
SPIL,Lw,Local,2009,2019,100,4,1.83,39,0.72,4_Poor,4_Poor,Data,Spillimacheen,IDFdk5,-116.49039,50.91833
SPIL,Pl,63020,2009,2019,100,3.98,2.45,40,0.98,4_Poor,4_Poor,Data,Spillimacheen,IDFdk5,-116.49039,50.91833
SPIL,Pw,60785,2009,2019,100,0.7,0.7,1,0.01,5_Fail,5_Fail,Data,Spillimacheen,IDFdk5,-116.49039,50.91833
SPIL,Py,ID_Plains,2009,2019,100,3.6,1.43,77,1.1,3_Fair,3_Fair,Data,Spillimacheen,IDFdk5,-116.49039,50.91833
SPIL,Ss,63025,2009,2019,100,0,0,0,0,5_Fail,5_Fail,Data,Spillimacheen,IDFdk5,-116.49039,50.91833
SPIL,Sx,Montana_Idaho,2009,2019,100,2.26,0.86,39,0.34,4_Poor,4_Poor,Data,Spillimacheen,IDFdk5,-116.49039,50.91833
SPIL,Yc,Maritime,2009,2019,100,0,0,0,0,5_Fail,5_Fail,Data,Spillimacheen,IDFdk5,-116.49039,50.91833
SPIR,Ba,BC_South_Int,2012,2022,100,2.92,1.29,36,0.46,4_Poor,4_Poor,Data,Spirit Lake,.,-117.01198,47.91907
SPIR,Bg,Kootenay,2012,2022,100,4.35,2.24,79,1.77,3_Fair,2_Good,Data,Spirit Lake,.,-117.01198,47.91907
SPIR,Bl,BC_South_Int,2012,2022,100,2.65,1.13,47,0.53,4_Poor,4_Poor,Data,Spirit Lake,.,-117.01198,47.91907
SPIR,Cw,Cw_Kootenay,2012,2022,100,3.16,1.07,33,0.35,4_Poor,4_Poor,Data,Spirit Lake,.,-117.01198,47.91907
SPIR,Ep,BC_South_Int,2012,2022,100,2.22,1.1,14,0.15,5_Fail,5_Fail,Data,Spirit Lake,.,-117.01198,47.91907
SPIR,Fdc,LongviewWA,2012,2022,100,4.75,4.75,1,0.05,5_Fail,3_Fair,Data,Spirit Lake,.,-117.01198,47.91907
SPIR,Fdi,63057,2012,2022,100,6.2,4.11,74,3.04,2_Good,2_Good,Data,Spirit Lake,.,-117.01198,47.91907
SPIR,Hw,Monashee,2012,2022,100,4,2.46,36,0.89,4_Poor,4_Poor,Data,Spirit Lake,.,-117.01198,47.91907
SPIR,Lw,Local,2012,2022,100,9.37,6.88,80,5.5,1_Excellent,1_Excellent,Data,Spirit Lake,.,-117.01198,47.91907
SPIR,Pl,Montana_Idaho,2012,2022,100,5.63,4.41,79,3.48,2_Good,2_Good,Data,Spirit Lake,.,-117.01198,47.91907
SPIR,Pw,61256,2012,2022,100,5.55,3.57,67,2.39,2_Good,2_Good,Data,Spirit Lake,.,-117.01198,47.91907
SPIR,Py,ID_Plains,2012,2022,100,5.82,4.15,53,2.2,3_Fair,3_Fair,Data,Spirit Lake,.,-117.01198,47.91907
SPIR,Sx,Montana_Idaho,2012,2022,100,4.26,2.45,89,2.18,2_Good,1_Excellent,Data,Spirit Lake,.,-117.01198,47.91907
SRMP,At,BC_South_Int,2009,2019,100,0.58,0.42,8,0.03,5_Fail,5_Fail,Data,Shrimpton,IDFdk1,-120.44917,49.82833
SRMP,Cw,Cw_Kootenay,2009,2019,100,0,0,0,0,5_Fail,5_Fail,Data,Shrimpton,IDFdk1,-120.44917,49.82833
SRMP,Ep,BC_South_Int,2009,2019,100,0,0,0,0,5_Fail,5_Fail,Data,Shrimpton,IDFdk1,-120.44917,49.82833
SRMP,Fdi,63058,2009,2019,100,1.67,0.89,11,0.1,5_Fail,5_Fail,Data,Shrimpton,IDFdk1,-120.44917,49.82833
SRMP,Hw,61145,2009,2019,100,0,0,0,0,5_Fail,5_Fail,Data,Shrimpton,IDFdk1,-120.44917,49.82833
SRMP,Lw,Local,2009,2019,100,2.67,1.61,27,0.43,4_Poor,4_Poor,Data,Shrimpton,IDFdk1,-120.44917,49.82833
SRMP,Pl,Montana_Idaho,2009,2019,100,2.46,1.5,47,0.7,4_Poor,4_Poor,Data,Shrimpton,IDFdk1,-120.44917,49.82833
SRMP,Pw,60785,2009,2019,100,0,0,0,0,5_Fail,5_Fail,Data,Shrimpton,IDFdk1,-120.44917,49.82833
SRMP,Py,BC_south_Int,2009,2019,100,1.85,1.12,37,0.41,4_Poor,4_Poor,Data,Shrimpton,IDFdk1,-120.44917,49.82833
SRMP,Sx,Local,2009,2019,100,1.34,0.75,34,0.26,4_Poor,4_Poor,Data,Shrimpton,IDFdk1,-120.44917,49.82833
SRMP,Yc,Kootenay,2009,2019,100,0,0,0,0,5_Fail,5_Fail,Data,Shrimpton,IDFdk1,-120.44917,49.82833
STRO,At,BC_South_Int,2010,2020,100,2.55,1.39,93,1.29,3_Fair,4_Poor,Data,Strouse Lake,IDFdk3,-122.73964,52.02803
STRO,Ba,BC_South_Int,2010,2020,100,1.21,0.42,39,0.16,4_Poor,4_Poor,Data,Strouse Lake,IDFdk3,-122.73964,52.02803
STRO,Bg,Kootenay,2010,2020,100,1.82,0.72,85,0.61,3_Fair,4_Poor,Data,Strouse Lake,IDFdk3,-122.73964,52.02803
STRO,Bl,BC_South_Int,2010,2020,100,2.8,1.13,86,0.97,3_Fair,3_Fair,Data,Strouse Lake,IDFdk3,-122.73964,52.02803
STRO,Cw,Cw_Kootenay,2010,2020,100,1.11,0.56,25,0.14,5_Fail,4_Poor,Data,Strouse Lake,IDFdk3,-122.73964,52.02803
STRO,Ep,BC_South_Int,2010,2020,100,2.46,1.2,65,0.78,4_Poor,4_Poor,Data,Strouse Lake,IDFdk3,-122.73964,52.02803
STRO,Fdc,63094,2010,2020,100,1.75,0.81,29,0.23,4_Poor,4_Poor,Data,Strouse Lake,IDFdk3,-122.73964,52.02803
STRO,Fdi,ID_north,2010,2020,100,3.07,1.68,88,1.48,3_Fair,3_Fair,Data,Strouse Lake,IDFdk3,-122.73964,52.02803
STRO,Hw,Monashee,2010,2020,100,0.78,0.5,32,0.16,4_Poor,4_Poor,Data,Strouse Lake,IDFdk3,-122.73964,52.02803
STRO,Lw,60779,2010,2020,100,4.66,3.07,86,2.64,2_Good,2_Good,Data,Strouse Lake,IDFdk3,-122.73964,52.02803
STRO,Pl,63018,2010,2020,100,4.73,3.49,95,3.31,2_Good,2_Good,Data,Strouse Lake,IDFdk3,-122.73964,52.02803
