Trial_ID,Trial_Name,SppComposition_Label,PlantingYear,Project_Name,EP,Trial_Type,Latitude,Longitude,Elevation,Slope,Aspect,BGCv12,BGC,SS_NoSpace,SMR,SNR,SiteSoilFactor1,SiteSoilFactor2,SiteSoilFactor3,SitePrep,PlantingDate,PlantingSeason,Comments_Site
1054375,,S-Pli54Sx37Fdi9-1-0.2-20/E-1067(10),2010,RESULTS,,Operational,51.31522194,-121.0952128,,,,IDFdk3,IDFdk3,IDFdk3/01,,,,,,,2010-04-26,4,
1005801,,S-Pli92Sx8-11-2.5-20/E-1080(18),2010,RESULTS,,Operational,52.13175392,-121.3994351,,,,SBSdw2,SBSdw2,SBPSmk/01,,,,,,,2010-05-18,5,
91083,,S-Pli72Sx23Lw5-10-2.5-24/I-1110(16),2010,RESULTS,,Operational,50.12997357,-119.747779,,,,ESSFdc2,ESSFdc2,MSdm2/05,,,,,,,2010-06-30,6,
1014763,,S-Pli78Lw12Sx10-9-2.7-22/I-1080(18),2010,RESULTS,,Operational,50.1248622,-119.6986927,,,,MSdm2,MSdm2,MSdm2/05,,,,,,,2010-06-30,6,
1010548,,S-Pli72Lw20Sx8-10-3.5-21/I-1170(18),2010,RESULTS,,Operational,50.12094495,-119.7186477,,,,ESSFdc2,ESSFdc2,MSdm2/01,,,,,,,2010-06-29,6,
1141630,,S-Pli60Sx40-1-0.2-18/O-1367(08),2010,RESULTS,,Operational,50.1376524,-119.7771964,,,,MSdm2,MSdm2,MSdm2/01,,,,,,,2010-07-07,7,
96190,,S-Pli73Sx15Bl12-15-5.5-20/I-1200(17),2010,RESULTS,,Operational,50.11416895,-119.7132314,,,,MSdm2,MSdm2,ESSFdc2/06,,,,,,,2010-06-30,6,
1216785,,S-Sx48Pli26Fdi13Ac7Ep6-11-2.4-16/E-1167(19),2010,RESULTS,,Operational,51.82708694,-120.9314268,,,,SBSdw1,SBSdw1,ICHmk3/01,,,,,,,2010-06-08,6,
1328652,,S-Sx66Pli29Bl5-9-1.5-18/E-1173(18),2010,RESULTS,,Operational,53.75054918,-126.9072925,,,,SBSmc2,SBSmc2,SBSmc2/01,,,,,,,2010-05-22,5,
102624,,S-Fdi83Pli17-3-0.3-15/E-467(11),2010,RESULTS,,Operational,51.62225546,-119.6711509,,,,IDFmw2,IDFmw2,IDFmw2/02,,,,,,,2010-06-30,6,
91122,,S-Pli59Sx33Lw5Bl3-11-3.9-23/I-1067(18),2010,RESULTS,,Operational,50.1307584,-119.769679,,,,ESSFdc2,ESSFdc2,MSdm2/05,,,,,,,2010-07-06,7,
72327,,S-Se50Pli26Bl24-16-3.0-15/I-1157(16),2010,RESULTS,,Operational,50.12594535,-119.7569936,,,,ESSFdc2,ESSFdc2,ESSFdc2/01,,,,,,,2010-06-30,6,
1292510,,S-Pli82Sx13Fdi5-1-0.2-16/E-1158(10),2010,RESULTS,,Operational,49.92022611,-120.2953998,,,,MSxk1,MSxk1,MSxk/01,,,,,,,2010-05-26,5,
1334930,,S-Pli78Sx17Lw3Bl2-4-1.1-14/E-975(15),2010,RESULTS,,Operational,50.20175406,-119.8702505,,,,MSdm2,MSdm2,ESSFxc/05,,,,,,,2010-06-16,6,
93848,,S-Lw74Pli10Fdi8Py5Cw3-9-4.1-26/I-1200(15),2010,RESULTS,,Operational,49.15634335,-118.5387031,,,,ICHmk1,ICHmk1,ICHmk1/04,,,,,,,2010-05-18,5,
82015,,S-Sx51Pli30Fdi19-11-1.9-20/E-1050(17),2010,RESULTS,,Operational,52.3365276,-121.8994137,,,,SBSdw1,SBSdw1,SBSdw2/06,,,,,,,2010-05-18,5,
1068730,,S-Pli54Fdi25Sx21-1-0.1-20/E-1100(10),2010,RESULTS,,Operational,52.48630314,-122.2137374,,,,SBSdw2,SBSdw2,SBSdw2/01,,,,,,,2010-05-26,5,
1032702,,S-Pli88Fdi12-1-0.1-18/E-1067(10),2010,RESULTS,,Operational,52.12876777,-121.4108154,,,,SBSdw2,SBSdw2,SBPSmk/01,,,,,,,2010-05-25,5,
1337270,,S-Pli65Fdi32Sx3-1-0.2-21/E-1333(10),2010,RESULTS,,Operational,53.40350733,-122.4828646,,,,SBSmk1,SBSmk1,SBSwk1/04,,,,,,,2010-06-15,6,
1338151,,S-Pli45Fdi39Sx11Cw4Hw1-10-3.5-24/E-1172(18),2010,RESULTS,,Operational,52.26582726,-120.8086433,,,,ICHwk2,ICHwk2,ICHwk2/01,,,,,,,2010-05-14,5,
1260150,,S-Fdi51Sx49-1-0.2-16/C-1200(09),2009,RESULTS,,Operational,54.11103863,-125.5740048,,,,SBSdk,SBSdk,SBSdk/01,,,,,,,2009-06-22,6,
1215371,,S-Yc41Bp22Ba17Hw17Cw2Hm1-4-0.3-26/E-831(13),2010,RESULTS,,Operational,50.00343047,-126.0810941,,,,CWHvm2,CWHvm2,CWHvm2/01,,,,,,,2010-09-13,9,
1215390,,S-Ss32Cw26Yc21Ba11Hw10-4-0.4-21/E-760(13),2010,RESULTS,,Operational,49.8646509,-126.2118676,,,,CWHvm1,CWHvm1,CWHvm1/06,,,,,,,2010-09-29,9,
1269811,,S-Hw40Ba28Yc27Bp3Hm1Cw1-4-0.4-26/E-813(13),2010,RESULTS,,Operational,49.94637102,-126.094808,,,,CWHvm2,CWHvm2,CWHvm2/01,,,,,,,2010-09-21,9,
1091368,,S-Hw43Yc28Bp17Ba10Hm2-2-0.3-27/E-790(11),2010,RESULTS,,Operational,50.01886717,-126.1382748,,,,CWHvm2,CWHvm2,CWHvm2/01,,,,,,,2010-09-19,9,
1286610,,S-Hm72Ba21Yc6Se1-4-0.3-10/E-807(13),2010,RESULTS,,Operational,50.02381523,-126.1352356,,,,MHmm1,MHmm1,MHmm1/01,,,,,,,2010-09-16,9,
1189030,,S-Pli60Lw28Sx9Fdi3-8-2.5-18/E-1000(17),2010,RESULTS,,Operational,50.01605367,-120.8142235,,,,IDFxh1,IDFxh1,IDFdk2/01,,,,,,,2010-05-09,5,
1273571,,S-Sx39Pli33Fdi28-1-0.2-18/E-1067(10),2010,RESULTS,,Operational,52.49577351,-122.2145246,,,,SBSdw2,SBSdw2,SBSdw2/08,,,,,,,2010-05-26,5,
1031194,,S-Pli62Sx38-1-0.1-18/E-1200(10),2010,RESULTS,,Operational,52.26403119,-121.446965,,,,SBSdw1,SBSdw1,SBPSmk/01,,,,,,,2010-05-20,5,
1068880,,S-Pli77Fdi21Sx2-5-0.3-20/E-1156(10),2010,RESULTS,,Operational,52.46161772,-122.196488,,,,SBSdw2,SBSdw2,SBSdw2/01,,,,,,,2010-05-27,5,
93938,,S-Pli63Sx37-2-0.3-19/E-1200(12),2010,RESULTS,,Operational,53.79008675,-125.4446264,,,,SBSdk,SBSdk,SBSdk/05,,,,,,,2010-05-07,5,
1252652,,S-Pli63Sx17Fdi13Lw5Py2-4-1.3-18/E-757(15),2010,RESULTS,,Operational,49.59314037,-120.796773,,,,IDFdk2,IDFdk2,IDFdk2/01,,,,,,,2010-06-13,6,
1291295,,S-Sx67Pli15Lw13Fdi3Bl1Cw1-1-0.2-18/E-1058(10),2010,RESULTS,,Operational,49.62369626,-115.2546818,,,,ICHmk4,ICHmk4,ICHmk1/04,,,,,,,2010-05-15,5,
121348,,S-Pli67Fdi33-10-2.3-20/E-1000(18),2010,RESULTS,,Operational,51.97424263,-121.5970186,,,,SBPSmk,SBPSmk,SBPSmk/01,,,,,,,2010-05-14,5,
1160413,,S-Pli50Sx50-1-0.1-20/E-1067(10),2010,RESULTS,,Operational,51.95594995,-121.4941722,,,,SBPSmk,SBPSmk,SBPSmk/06,,,,,,,2010-05-23,5,
1291300,,S-Pw46Sx45Pli5Fdi2Lw2-1-0.2-20/E-967(10),2010,RESULTS,,Operational,49.61870134,-115.2771764,,,,ICHmk4,ICHmk4,ICHmk1/04,,,,,,,2010-05-15,5,
1291298,,S-Pw46Sx45Pli5Fdi2Lw2-1-0.2-20/E-967(10),2010,RESULTS,,Operational,49.65776824,-115.2404999,,,,ICHmk4,ICHmk4,ICHmk1/04,,,,,,,2010-05-15,5,
1343570,,S-Pli53Sx47-13-3.7-28/H-1200(19),2008,RESULTS,,Operational,54.04996918,-125.3668553,,,,SBSdw3,SBSdw3,SBSdk/01,,,,,,,2008-07-07,7,
1262913,,S-Pli91Sx5Lw3Bl1-7-1.8-16/E-1183(16),2010,RESULTS,,Operational,50.39885407,-120.577968,,,,MSxk2,MSxk2,MSxk/01,,,,,,,2010-05-26,5,
1318271,,S-Pli79Sx17Bl4-11-3.1-19/E-1040(19),2010,RESULTS,,Operational,54.03353952,-124.6166383,,,,SBSmc2,SBSmc2,SBSmc2/06,,,,,,,2010-05-13,5,
1318272,,S-Pli72Sx20Bl8-11-3.3-18/E-1100(19),2010,RESULTS,,Operational,54.02563992,-124.6176568,,,,SBSmc2,SBSmc2,SBSmc2/01,,,,,,,2010-05-15,5,
1308026,,S-Pli74Fdi26-1-0.1-20/E-1160(10),2010,RESULTS,,Operational,53.66037662,-122.8649993,,,,SBSdw3,SBSdw3,SBSdw3/01,,,,,,,2010-06-13,6,
1061055,,S-Fdi70Pli30-3-0.3-21/E-600(09),2010,RESULTS,,Operational,51.59594207,-119.6835368,,,,IDFmw2,IDFmw2,IDFmw2/01,,,,,,,2010-07-01,7,
1281731,,S-Yc38Fdc25Hw20Bp14Cw2Ba1-2-0.3-28/E-838(13),2010,RESULTS,,Operational,49.93133066,-126.1957695,,,,CWHvm2,CWHvm2,CWHvm2/01,,,,,,,2010-10-15,10,
1241631,,S-Ba50Bp20Hw20Yc10-8-2.0-12/E-700(18),2010,RESULTS,,Operational,49.9520717,-126.20461,,,,CWHvm2,CWHvm2,MHmm1/01,,,,,,,2010-10-01,10,
107113,,S-Pli73Fdi22Lw5-10-1.4-18/E-1133(10),2004,RESULTS,,Operational,49.14867356,-120.5901986,,,,IDFdk2,IDFdk2,IDFdk2/01,,,,,,,2004-05-04,5,
60305,,S-Pli99At1-12-2.0-16/A-2(11),2010,RESULTS,,Operational,51.15619212,-120.8154244,,,,IDFdk3,IDFdk3,IDFdk3/05,,,,,,,2010-04-26,4,
1231378,,S-Cw45Sx30Pw13Fdi10Yc2-1-0.3-24/E-1191(10),2010,RESULTS,,Operational,51.60736438,-118.3459831,,,,ICHvk1,ICHvk1,ICHvk1/01,,,,,,,2010-06-06,6,
1143230,,S-Sx45Pli29Fdi26-1-0.3-18/C-783(10),2010,RESULTS,,Operational,51.64786975,-120.2680802,,,,ICHmk2,ICHmk2,ICHmk2/01,,,,,,,2010-04-29,4,
81448,,S-Pli58Lw35Sx7-1-0.1-19/E-1200(06),2010,RESULTS,,Operational,49.04023232,-118.6302114,,,,ICHmk1,ICHmk1,ICHmk1/01,,,,,,,2010-05-19,5,
1069639,,S-Pli56Sx43Fdi1-13-3.3-21/I-1185(18),2006,RESULTS,,Operational,54.33967227,-126.1485195,,,,SBSdk,SBSdk,SBSdk/05,,,,,,,2006-06-07,6,
1319113,,S-Pli52Sx46Bl2-4-1.1-18/E-1133(14),2010,RESULTS,,Operational,54.43209604,-125.768289,,,,SBSmc2,SBSmc2,SBSmc2/01,,,,,,,2010-05-14,5,
1255571,,S-Py51Pli31Fdi18-1-0.3-21/E-920(11),2010,RESULTS,,Operational,49.56310118,-118.7888956,,,,ICHmk1,ICHmk1,ICHmk1/03,,,,,,,2010-06-02,6,
1157058,,S-Pli55Fdi45-1-0.2-18/E-1120(11),2010,RESULTS,,Operational,51.89390149,-120.3132706,,,,ESSFwc2,ESSFwc2,SBSmm/05,,,,,,,2010-05-30,5,
1049695,,S-Fdi45Lw26Py19Sx10-1-0.2-21/E-1200(10),2010,RESULTS,,Operational,49.23357652,-118.672154,,,,ICHmk1,ICHmk1,ICHmk1/04,,,,,,,2010-05-07,5,
1115192,,S-Lw51Fdi33Cw9Sx5Py2-10-3.6-24/E-1200(19),2010,RESULTS,,Operational,49.22464806,-118.7390395,,,,ICHmk1,ICHmk1,ICHmk1/01,,,,,,,2010-05-13,5,
1093913,,S-Sx81Cw12Yc4Hw3-5-1.1-24/E-1000(14),2010,RESULTS,,Operational,51.71250963,-118.3370173,,,,ICHvk1,ICHvk1,ICHvk1/01,,,,,,,2010-05-27,5,
1355091,,S-Sx58Bl39Cw3-8-0.9-19/E-1133(18),2008,RESULTS,,Operational,50.6987804,-117.6261031,,,,ESSFwc4,ESSFwc4,ESSFwc1/01,,,,,,,2008-06-30,6,
1093911,,S-Sx85Cw7Hw4Yc4-9-1.8-21/E-920(18),2010,RESULTS,,Operational,51.71961684,-118.3298722,,,,ICHvk1,ICHvk1,ICHvk1/05,,,,,,,2010-05-25,5,
1093851,,S-Sx45Cw41Hw9Pw5-10-2.1-24/E-960(18),2010,RESULTS,,Operational,51.7239876,-118.3172369,,,,ICHvk1,ICHvk1,ICHvk1/01,,,,,,,2010-05-25,5,
1091408,,S-Hm45Se35Bl20-7-1.0-12/E-1000(18),2008,RESULTS,,Operational,51.68355135,-118.2142733,,,,ESSFvc,ESSFvc,ESSFvc/01,,,,,,,2008-06-17,6,
1355091,,S-Sx58Bl39Cw3-8-0.9-19/E-1133(18),2009,RESULTS,,Operational,50.6987804,-117.6261031,,,,ESSFwc4,ESSFwc4,ESSFwc1/01,,,,,,,2009-06-16,6,
1093912,,S-Sx80Hw10Cw10-9-1.9-24/E-1100(18),2010,RESULTS,,Operational,51.71629959,-118.3287884,,,,ICHvk1,ICHvk1,ICHvk1/01,,,,,,,2010-05-22,5,
1207371,,S-Sx61Bl35Hm4-1-0.2-15/E-1200(10),2010,RESULTS,,Operational,51.07744105,-118.65225,,,,ESSFvc,ESSFvc,ESSFvc/01,,,,,,,2010-06-06,6,
1207371,,S-Sx61Bl35Hm4-1-0.2-15/E-1200(10),2010,RESULTS,,Operational,51.07744105,-118.65225,,,,ESSFvc,ESSFvc,ESSFvc/01,,,,,,,2010-06-15,6,
1249897,,S-Pli59Lw35Fdi4Sx1At1-7-1.3-19/E-947(16),2010,RESULTS,,Operational,50.27371332,-120.9331051,,,,MSxk2,MSxk2,IDFdk1/01,,,,,,,2010-05-22,5,
1318855,,S-Fdc100-1-0.3-24/E-915(10),2010,RESULTS,,Operational,50.0687235,-125.9136553,,,,CWHmm1,CWHmm1,CWHmm2/01,,,,,,,2010-09-17,9,
1139070,,S-Pli54Lw30Py16-9-3.2-20/E-1150(18),2010,RESULTS,,Operational,49.57035978,-118.7697094,,,,ICHmk1,ICHmk1,ICHmk1/04,,,,,,,2010-04-28,4,
1139830,,S-Py100-1-0.2-18/E-1000(10),2010,RESULTS,,Operational,49.57962414,-118.7723305,,,,ICHmk1,ICHmk1,ICHmk1/03,,,,,,,2010-04-29,4,
1054221,,S-Hw52Yc48-1-0.3-28/E-802(10),2010,RESULTS,,Operational,50.09622,-126.1997343,,,,CWHvm2,CWHvm2,CWHvm2/01,,,,,,,2010-09-05,9,
1060309,,S-Py76Fdi23Lw1-8-1.1-17/E-733(15),2010,RESULTS,,Operational,49.76831782,-119.5384694,,,,IDFxh1,IDFxh1,IDFxh1/01,,,,,,,2010-06-01,6,
1356990,,S-Pli37Fdi33Sx30Bl0-1-0.2-21/E-1135(10),2010,RESULTS,,Operational,54.39928922,-122.6294524,,,,SBSmk1,SBSmk1,SBSmk1/05,,,,,,,2010-05-29,5,
1357450,,S-Pli63Sx37-10-3.3-16/E-1167(18),2010,RESULTS,,Operational,54.48877109,-122.6917012,,,,SBSmk1,SBSmk1,SBSmk1/03,,,,,,,2010-05-31,5,
1000944,,S-Hw80Ba20-8-3.0-27/E-833(14),2010,RESULTS,,Operational,50.1416103,-126.146883,,,,CWHvm2,CWHvm2,CWHvm2/05,,,,,,,2010-09-30,9,
1134812,,S-Pli91Lw9-5-0.8-16/E-880(15),2010,RESULTS,,Operational,50.38952173,-120.871565,,,,MSxk2,MSxk2,MSxk/05,,,,,,,2010-06-07,6,
1301351,,S-Sx81Bl19-9-1.2-17/E-640(18),2010,RESULTS,,Operational,49.28641245,-120.4982536,,,,MSdm2,MSdm2,MSdm2/01,,,,,,,2010-05-27,5,
1135730,,S-Pli100-10-1.5-16/E-840(18),2010,RESULTS,,Operational,50.40068555,-121.1325238,,,,MSxk2,MSxk2,MSxk/06,,,,,,,2010-06-08,6,
1135772,,S-Pli82Lw14Sx4-3-0.3-15/E-840(12),2010,RESULTS,,Operational,50.4059462,-121.0746369,,,,MSxk2,MSxk2,MSxk/05,,,,,,,2010-06-08,6,
1135490,,S-Pli72Sx14Lw14-12-1.9-13/H-1040(18),2010,RESULTS,,Operational,50.3684474,-120.8907441,,,,MSxk2,MSxk2,MSxk/06,,,,,,,2010-06-07,6,
1300111,,S-Pli94Sx6-8-1.6-12/E-640(17),2010,RESULTS,,Operational,50.29122076,-120.9309758,,,,MSxk2,MSxk2,MSxk/05,,,,,,,2010-06-08,6,
1301390,,S-Pli53Fdi32Lw15-9-2.0-19/E-1360(18),2010,RESULTS,,Operational,49.236531,-120.5088268,,,,IDFdk2,IDFdk2,MSdm2/04,,,,,,,2010-05-27,5,
1135510,,S-Pli67Sx29Lw4-10-1.9-13/H-1000(18),2010,RESULTS,,Operational,50.37213543,-120.8859326,,,,MSxk2,MSxk2,MSxk/06,,,,,,,2010-05-27,5,
1151112,,S-Pli98Fdi2-10-2.6-16/E-1033(19),2010,RESULTS,,Operational,49.82318283,-120.4323229,,,,MSxk1,MSxk1,MSxk/06,,,,,,,2010-06-10,6,
1134830,,S-Pli97Lw3-6-1.5-16/E-1200(15),2010,RESULTS,,Operational,50.40768875,-120.9042057,,,,MSxk2,MSxk2,MSxk/01,,,,,,,2010-05-18,5,
1300096,,S-Pli100-8-1.9-16/E-950(19),2010,RESULTS,,Operational,50.35091385,-120.8752403,,,,MSxk2,MSxk2,MSxk/06,,,,,,,2010-06-07,6,
1135752,,S-Pli100-12-1.5-16/E-1320(15),2010,RESULTS,,Operational,50.40353919,-121.1015238,,,,MSxk2,MSxk2,MSxk/01,,,,,,,2010-06-10,6,
104168,,S-Pli62Fdi22Sx16-1-0.1-15/H-1200(06),2010,RESULTS,,Operational,49.85510219,-119.757143,,,,IDFdk2,IDFdk2,,,,,,,,2010-05-26,5,
1240511,,S-Pli100-10-2.4-16/E-1200(19),2010,RESULTS,,Operational,49.94739419,-120.0723151,,,,MSxk1,MSxk1,MSxk/06,,,,,,,2010-05-21,5,
1249515,,S-Pli75Sx11Lw8Fdi6-1-0.2-18/O-1128(10),2010,RESULTS,,Operational,49.76651418,-120.1276003,,,,MSdm2,MSdm2,MSdm2/01,,,,,,,2010-05-19,5,
1230994,,S-Pli83Sx10Bl7-10-2.7-19/E-1160(19),2010,RESULTS,,Operational,49.88884952,-119.8009997,,,,MSdm2,MSdm2,MSdm2/01,,,,,,,2010-06-02,6,
1229670,,S-Pli79Sx19Lw2-1-0.1-15/E-944(10),2010,RESULTS,,Operational,49.96910924,-120.0437492,,,,MSxk1,MSxk1,MSxk/06,,,,,,,2010-06-08,6,
1295971,,S-Pli70Sx25Fdi3Lw2-4-0.4-16/E-914(15),2010,RESULTS,,Operational,50.3237145,-120.7271065,,,,MSxk2,MSxk2,MSxk/01,,,,,,,2010-05-28,5,
1244870,,S-Pli71Fdi24Ep5-9-2.6-20/H-833(15),2009,RESULTS,,Operational,51.17716871,-120.173258,,,,IDFmw2,IDFmw2,IDFmw2/03,,,,,,,2009-05-10,5,
1231714,,S-Fdi71Pli29-11-3.9-20/H-1000(15),2009,RESULTS,,Operational,51.16191315,-120.1665076,,,,IDFmw2,IDFmw2,IDFdk2/01,,,,,,,2009-05-11,5,
1361270,,S-Fdi48Pli41Sx11-1-0.3-19/E-1182(10),2010,RESULTS,,Operational,53.80903213,-123.2352109,,,,SBSdw3,SBSdw3,SBSdw3/04,,,,,,,2010-05-20,5,
1247911,,S-Sx59Pli29Fdi12-1-0.2-18/C-1200(10),2010,RESULTS,,Operational,54.15974482,-125.7068473,,,,SBSdk,SBSdk,SBSdk/01,,,,,,,2010-05-27,5,
1228810,,S-Sx43Pli40Fdi17-1-0.2-16/C-1200(10),2010,RESULTS,,Operational,54.11941644,-125.5456121,,,,SBSmc2,SBSmc2,SBSmc2/01,,,,,,,2010-05-14,5,
1647033,,S-Fdi38Pli36Sx26-1-0.2-14/C-1200(10),2010,RESULTS,,Operational,54.14761778,-125.4613565,,,,SBSdk,SBSdk,SBSdk/06,,,,,,,2010-05-18,5,
1258930,,S-Sx42Pli36Fdi22-1-0.2-17/C-1200(10),2010,RESULTS,,Operational,54.1638453,-125.631267,,,,SBSmc2,SBSmc2,SBSmc2/01,,,,,,,2010-06-18,6,
1315799,,S-Pli34Sx33Fdi33-1-0.2-17/C-1200(10),2010,RESULTS,,Operational,54.13538053,-125.375607,,,,SBSdk,SBSdk,SBSdk/06,,,,,,,2010-05-27,5,
1240690,,S-Pli36Sx36Fdi28-1-0.2-17/C-1200(10),2010,RESULTS,,Operational,54.11751201,-125.6298854,,,,SBSmc2,SBSmc2,SBSdk/01,,,,,,,2010-05-10,5,
1228990,,S-Pli53Sx46Fdi1-1-0.2-16/C-1200(10),2010,RESULTS,,Operational,54.13561111,-125.6238527,,,,SBSmc2,SBSmc2,SBSmc2/01,,,,,,,2010-05-15,5,
1260095,,S-Sx61Pli27Bl12-9-0.6-19/E-1040(18),2010,RESULTS,,Operational,54.09775553,-125.525637,,,,SBSmc2,SBSmc2,SBSmc2/01,,,,,,,2010-05-14,5,
1240132,,S-Sx53Pli45Fdi2-1-0.2-15/C-1200(10),2010,RESULTS,,Operational,54.11738707,-125.5408577,,,,SBSmc2,SBSmc2,SBSmc2/01,,,,,,,2010-05-14,5,
1240133,,S-Sx55Pli44Fdi1-1-0.2-15/C-1200(10),2010,RESULTS,,Operational,54.11389895,-125.5369078,,,,SBSmc2,SBSmc2,SBSmc2/01,,,,,,,2010-05-09,5,
1315652,,S-Pli35Sx35Fdi30-1-0.2-14/C-1200(10),2010,RESULTS,,Operational,54.14218234,-125.427983,,,,SBSdk,SBSdk,SBSdk/01,,,,,,,2010-05-24,5,
1228890,,S-Pli48Sx48Fdi4-1-0.2-15/C-1175(10),2010,RESULTS,,Operational,54.13094404,-125.5814543,,,,SBSmc2,SBSmc2,SBSmc2/01,,,,,,,2010-05-25,5,
1286990,,S-Pli51Bl31Sx18-8-1.7-12/E-983(17),2010,RESULTS,,Operational,55.32553003,-123.7352069,,,,SBSmk1,SBSmk1,ESSFmv3/02,,,,,,,2010-06-01,6,
1240785,,S-Pli36Fdi35Sx29-1-0.2-14/C-1200(10),2010,RESULTS,,Operational,54.14103094,-125.4176417,,,,SBSdk,SBSdk,SBSdk/01,,,,,,,2010-05-24,5,
1647032,,S-Pli39Sx39Fdi22-1-0.2-18/C-1200(10),2010,RESULTS,,Operational,54.13720055,-125.4040485,,,,SBSdk,SBSdk,SBSdk/01,,,,,,,2010-05-14,5,
1245811,,S-Sx34Pli33Fdi33-1-0.2-15/C-1200(10),2010,RESULTS,,Operational,54.14337095,-125.4247396,,,,SBSdk,SBSdk,SBSdk/01,,,,,,,2010-05-25,5,
1228812,,S-Pli47Sx47Fdi6-1-0.2-16/C-1200(10),2010,RESULTS,,Operational,54.13140103,-125.5763432,,,,SBSmc2,SBSmc2,SBSmc2/01,,,,,,,2010-05-14,5,
1231230,,S-Sx62Pli35Fdi3-1-0.2-16/C-1200(10),2010,RESULTS,,Operational,54.14772674,-125.6434612,,,,SBSdk,SBSdk,SBSmc2/01,,,,,,,2010-05-22,5,
1248499,,S-Pli34Sx34Fdi32-1-0.2-15/C-1200(10),2010,RESULTS,,Operational,54.13953006,-125.4171988,,,,SBSdk,SBSdk,SBSdk/01,,,,,,,2010-05-16,5,
1260103,,S-Pli55Sx44Fdi1-11-2.1-20/E-1086(18),2010,RESULTS,,Operational,54.106267,-125.5573598,,,,SBSdk,SBSdk,SBSdk/01,,,,,,,2010-05-20,5,
1240776,,S-Pli47Sx46Fdi7-1-0.2-13/C-1200(10),2010,RESULTS,,Operational,54.10287026,-125.5387934,,,,SBSmc2,SBSmc2,SBSdk/01,,,,,,,2010-05-14,5,
1333331,,S-Cw76Fdc16Yc8-9-1.9-16/E-880(19),2011,RESULTS,,Operational,49.91255793,-126.9915185,,,,CWHvh1,CWHvh1,CWHvh1/01,,,,,,,2011-01-31,1,
1319114,,S-Yc34Hw30Ba28Cw6Bp2-5-1.0-24/E-1085(16),2010,RESULTS,,Operational,50.28555247,-125.7944294,,,,CWHmm2,CWHmm2,CWHmm2/01,,,,,,,2010-09-30,9,
1245850,,S-Pli40Sx37Fdi23-1-0.2-17/C-1200(10),2010,RESULTS,,Operational,54.09168335,-125.4253796,,,,SBSdk,SBSdk,SBSdk/01,,,,,,,2010-05-07,5,
1159629,,S-Sx67Pli33-8-1.2-15/E-300(18),2010,RESULTS,,Operational,50.54777589,-120.4643427,,,,IDFdk1,IDFdk1,IDFdk1/01,,,,,,,2010-05-15,5,
1333390,,S-Cw70Fdc20Hw10-2-0.4-18/C-850(12),2011,RESULTS,,Operational,49.91435453,-126.990955,,,,CWHvh1,CWHvh1,CWHvm1/05,,,,,,,2011-01-31,1,
1333450,,S-Fdc54Cw46-1-0.2-18/C-900(11),2011,RESULTS,,Operational,49.91053436,-126.9881057,,,,CWHvh1,CWHvh1,CWHvm1/01,,,,,,,2011-01-31,1,
1073426,,S-Pli91Fdi9-11-3.2-20/E-1120(18),2010,RESULTS,,Operational,52.08618854,-121.4777009,,,,SBSdw2,SBSdw2,SBPSmk/01,,,,,,,2010-05-08,5,
1334130,,S-Cw57Fdc26Hw11Yc6-2-0.4-16/E-721(12),2011,RESULTS,,Operational,49.88237409,-126.9773741,,,,CWHvh1,CWHvh1,CWHvh1/01,,,,,,,2011-02-10,2,
1159630,,S-Pli58Fdi22Sx20-5-0.5-18/E-820(14),2010,RESULTS,,Operational,50.53019982,-120.4903916,,,,IDFdk1,IDFdk1,IDFdk1/01,,,,,,,2010-05-15,5,
1250250,,S-Pli93Sx7-10-3.2-20/E-1190(18),2009,RESULTS,,Operational,52.90770477,-122.7814037,,,,SBSmc2,SBSmc2,SBPSmk/01,,,,,,,2009-07-13,7,
1113935,,S-Pli75Sx25-11-3.5-18/E-1155(18),2009,RESULTS,,Operational,52.84990427,-123.1960156,,,,SBSmc2,SBSmc2,SBSmc2/01,,,,,,,2009-05-10,5,
1167910,,S-Pli80Sx12Fdi8-11-3.5-22/E-1110(19),2009,RESULTS,,Operational,52.70840964,-121.6736812,,,,SBSwk1,SBSwk1,SBSmw/01,,,,,,,2009-06-30,6,
1368470,,S-Sx54Pli45Fdi1-10-1.8-21/I-1085(19),2010,RESULTS,,Operational,54.68658257,-127.1094646,,,,SBSdk,SBSdk,SBSdk/06,,,,,,,2010-05-10,5,
1171070,,S-Cw83Hw14Yc3-2-0.3-22/E-800(19),2009,RESULTS,,Operational,48.47587649,-124.1524697,,,,CWHvm1,CWHvm1,CWHvm1/01,,,,,,,2009-04-28,4,
1317791,,S-Pli39Fdi31Lw30-1-0.2-15/E-1000(10),2010,RESULTS,,Operational,49.83447192,-119.8393367,,,,IDFdk2,IDFdk2,IDFdk2/01,,,,,,,2010-05-01,5,
1317850,,S-Pli63Lw20Fdi17-1-0.2-15/E-1000(10),2010,RESULTS,,Operational,49.83566609,-119.85183,,,,IDFdk2,IDFdk2,IDFdk2/01,,,,,,,2010-05-01,5,
1367590,,S-Cw43Sx29Pw20Fdi8-1-0.2-19/E-1200(13),2010,RESULTS,,Operational,51.84529105,-118.5532046,,,,ICHwk1,ICHwk1,ICHvk1,,,,,,,2010-05-26,5,
1305510,,S-Bl62Sx29Hm9-1-0.2-15/E-842(10),2010,RESULTS,,Operational,51.20338032,-118.1723221,,,,ESSFvc,ESSFvc,ESSFvc/01,,,,,,,2010-06-29,6,
