site,spp.pop,rep,tree,age,height,SI50
BELL,Bl_Bl,1,4,20,,
BELL,Bl_Bl,1,4,25,0.6,
BELL,Bl_Bl,1,4,30,,
BELL,Bl_Bl,1,3,10,,
BELL,Bl_Bl,1,3,15,,
BELL,Bl_Bl,1,3,20,,
BELL,Bl_Bl,1,3,25,0.71,
BELL,Bl_Bl,1,3,30,,
BELL,Bl_Bl,1,2,10,,
BELL,Bl_Bl,1,2,15,,
BELL,Bl_Bl,1,2,20,,
BELL,Bl_Bl,1,2,25,,
BELL,Bl_Bl,1,2,30,,
BELL,Bl_Bl,1,1,10,,
BELL,Bl_Bl,1,1,15,,
BELL,Bl_Bl,1,1,20,,
BELL,Bl_Bl,1,1,25,,
BELL,Bl_Bl,1,1,30,,
BELL,Sn_Sn,1,1,10,2.98,38.93
BELL,Sn_Sn,1,1,15,5.72,32.85
BELL,Sn_Sn,1,1,20,8,29
BELL,Sn_Sn,1,1,25,10.8,27.8
BELL,Sn_Sn,1,1,30,12.2,25.23
BELL,Sn_Sn,1,2,10,2.04,30.86
BELL,Sn_Sn,1,2,15,3.99,26.75
BELL,Sn_Sn,1,2,20,7.3,27.46
BELL,Sn_Sn,1,2,25,8.8,24.41
BELL,Sn_Sn,1,2,30,11.4,24.11
BELL,Sn_Sn,1,3,10,2.25,32.91
BELL,Sn_Sn,1,3,15,4.72,29.5
BELL,Sn_Sn,1,3,20,8.3,29.63
BELL,Sn_Sn,1,3,25,10,26.46
BELL,Sn_Sn,1,3,30,12.4,25.53
BELL,Sn_Sn,1,4,10,1.15,
BELL,Sn_Sn,1,4,15,2.42,19.59
BELL,Sn_Sn,1,4,20,4.5,20.46
BELL,Sn_Sn,1,4,25,5.9,18.92
BELL,Sn_Sn,1,4,30,7.4,18.04
BELL,Sn_Sn,1,5,10,1.42,22.72
BELL,Sn_Sn,1,5,15,3.59,25.13
BELL,Sn_Sn,1,5,20,6.6,25.86
BELL,Sn_Sn,1,5,25,8.6,24.05
BELL,Sn_Sn,1,5,30,11,23.55
BELL,Sn_Sn,1,6,10,3.86,44.63
BELL,Sn_Sn,1,6,15,6.73,35.91
BELL,Sn_Sn,1,6,20,9.8,32.69
BELL,Sn_Sn,1,6,25,11.3,28.6
BELL,Sn_Sn,1,6,30,14.3,28.1
BELL,Sn_Sn,1,7,10,1.15,
BELL,Sn_Sn,1,7,15,2,17.13
BELL,Sn_Sn,1,7,20,5,21.88
BELL,Sn_Sn,1,7,25,7.1,21.3
BELL,Sn_Sn,1,7,30,9,20.57
BELL,Sn_Sn,1,8,10,0.76,
BELL,Sn_Sn,1,8,15,0.8,
BELL,Sn_Sn,1,8,20,1.1,
BELL,Sn_Sn,1,8,25,1.6,7.3
BELL,Sn_Sn,1,8,30,2,7.22
BELL,Sn_Sn,1,9,10,,
BELL,Sn_Sn,1,9,15,,
BELL,Sn_Sn,1,9,20,,
BELL,Sn_Sn,1,9,25,,
BELL,Sn_Sn,1,9,30,,
BELL,Sn_Sn,1,10,10,,
BELL,Sn_Sn,1,10,15,,
BELL,Sn_Sn,1,10,20,,
BELL,Sn_Sn,1,10,25,,
BELL,Sn_Sn,1,10,30,,
BELL,Pw_Pw,1,10,10,1.87,28.52
BELL,Pw_Pw,1,10,15,4.21,28.61
BELL,Pw_Pw,1,10,20,8.3,30.96
BELL,Pw_Pw,1,10,25,10.9,29.38
BELL,Pw_Pw,1,10,30,13.7,28.6
BELL,Pw_Pw,1,9,10,,
BELL,Pw_Pw,1,9,15,,
BELL,Pw_Pw,1,9,20,,
BELL,Pw_Pw,1,9,25,,
BELL,Pw_Pw,1,9,30,,
BELL,Pw_Pw,1,8,10,,
BELL,Pw_Pw,1,8,15,,
BELL,Pw_Pw,1,8,20,,
BELL,Pw_Pw,1,8,25,,
BELL,Pw_Pw,1,8,30,,
BELL,Pw_Pw,1,7,10,1.95,29.25
BELL,Pw_Pw,1,7,15,3.1,24.03
BELL,Pw_Pw,1,7,20,5.7,25.12
BELL,Pw_Pw,1,7,25,2,9.5
BELL,Pw_Pw,1,7,30,2.3,8.63
BELL,Pw_Pw,1,6,10,1.96,29.4
BELL,Pw_Pw,1,6,15,4.68,30.27
BELL,Pw_Pw,1,6,20,8.6,31.58
BELL,Pw_Pw,1,6,25,11.2,29.84
BELL,Pw_Pw,1,6,30,16,31.52
BELL,Pw_Pw,1,5,10,,
BELL,Pw_Pw,1,5,15,,
BELL,Pw_Pw,1,5,20,,
BELL,Pw_Pw,1,5,25,,
BELL,Pw_Pw,1,5,30,,
BELL,Pw_Pw,1,4,10,2.39,33.61
BELL,Pw_Pw,1,4,15,4.15,28.4
BELL,Pw_Pw,1,4,20,7.5,29.3
BELL,Pw_Pw,1,4,25,8.5,25.4
BELL,Pw_Pw,1,4,30,12.4,26.88
BELL,Pw_Pw,1,3,10,2.52,34.65
BELL,Pw_Pw,1,3,15,4.97,31.26
BELL,Pw_Pw,1,3,20,8.5,31.38
BELL,Pw_Pw,1,3,25,11,29.52
BELL,Pw_Pw,1,3,30,14.5,29.65
BELL,Pw_Pw,1,2,10,1.31,
BELL,Pw_Pw,1,2,15,2.86,22.79
BELL,Pw_Pw,1,2,20,5.3,24.1
BELL,Pw_Pw,1,2,25,6.8,22.23
BELL,Pw_Pw,1,2,30,9.3,22.45
BELL,Pw_Pw,1,1,10,2.39,33.61
BELL,Pw_Pw,1,1,15,4.65,30.15
BELL,Pw_Pw,1,1,20,9,32.34
BELL,Pw_Pw,1,1,25,11.5,30.3
BELL,Pw_Pw,1,1,30,14.6,29.77
BELL,Sx_Sx,1,1,10,2.8,37.63
BELL,Py_Py,1,1,15,4.62,24.87
BELL,Sx_Sx,1,1,20,7.5,27.89
BELL,Py_Py,1,1,25,9.9,24.79
BELL,Sx_Sx,1,1,30,12.8,26.08
BELL,Py_Py,1,2,10,1.61,21.13
BELL,Sx_Sx,1,2,15,2.49,19.92
BELL,Py_Py,1,2,20,3.8,17.99
BELL,Sx_Sx,1,2,25,5.6,18.29
BELL,Py_Py,1,2,30,7.3,17.79
BELL,Sx_Sx,1,3,10,2.31,33.5
BELL,Py_Py,1,3,15,4.2,23.82
BELL,Sx_Sx,1,3,20,6.4,25.4
BELL,Py_Py,1,3,25,9.7,24.5
BELL,Sx_Sx,1,3,30,11,23.55
BELL,Py_Py,1,4,10,2.45,25.27
BELL,Sx_Sx,1,4,15,4.19,27.56
BELL,Py_Py,1,4,20,6.8,24.07
BELL,Sx_Sx,1,4,25,9.2,25.12
BELL,Py_Py,1,4,30,11.8,23.78
BELL,Sx_Sx,1,5,10,1.98,30.32
BELL,Py_Py,1,5,15,4.2,23.82
BELL,Sx_Sx,1,5,20,7.2,27.23
BELL,Py_Py,1,5,25,9.3,23.9
BELL,Sx_Sx,1,5,30,9.6,21.49
BELL,Py_Py,1,6,10,1.43,19.84
BELL,Sx_Sx,1,6,15,1.75,15.31
BELL,Py_Py,1,6,20,3.1,16.28
BELL,Sx_Sx,1,6,25,4.4,15.64
BELL,Py_Py,1,6,30,5.2,14.6
BELL,Sx_Sx,1,7,10,1.05,
BELL,Py_Py,1,7,15,1.22,
BELL,Sx_Sx,1,7,20,,
BELL,Py_Py,1,7,25,,
BELL,Sx_Sx,1,7,30,,
BELL,Py_Py,1,8,10,0.58,
BELL,Sx_Sx,1,8,15,,
BELL,Py_Py,1,8,20,,
BELL,Sx_Sx,1,8,25,,
BELL,Py_Py,1,8,30,,
BELL,Sx_Sx,1,9,10,1.9,29.45
BELL,Py_Py,1,9,15,3.25,21.23
BELL,Sx_Sx,1,9,20,5.5,23.16
BELL,Py_Py,1,9,25,7.9,21.79
BELL,Sx_Sx,1,9,30,10,22.07
BELL,Py_Py,1,10,10,1.99,23.13
BELL,Sx_Sx,1,10,15,3.19,23.43
BELL,Py_Py,1,10,20,5.1,20.8
BELL,Sx_Sx,1,10,25,7.6,22.24
BELL,Py_Py,1,10,30,9.4,20.67
BELL,Sx_Sx,1,10,10,1.47,23.52
BELL,Py_Py,1,10,15,2.3,18.11
BELL,Sx_Sx,1,10,20,3.9,18.71
BELL,Py_Py,1,10,25,3.2,13.3
BELL,Sx_Sx,1,10,30,3.9,11.73
BELL,Py_Py,1,9,10,0.91,
BELL,Sx_Sx,1,9,15,1,
BELL,Py_Py,1,9,20,1.5,10.5
BELL,Sx_Sx,1,9,25,1.7,7.76
BELL,Py_Py,1,9,30,2.2,8.32
BELL,Sx_Sx,1,8,10,1.64,26.24
BELL,Py_Py,1,8,15,3.25,21.23
BELL,Sx_Sx,1,8,20,5.3,22.65
BELL,Py_Py,1,8,25,8.3,22.4
BELL,Sx_Sx,1,8,30,9.3,21.03
BELL,Py_Py,1,7,10,0.83,
BELL,Sx_Sx,1,7,15,1.3,10.4
BELL,Py_Py,1,7,20,2.4,14.25
BELL,Sx_Sx,1,7,25,2.6,10.93
BELL,Py_Py,1,7,30,3.3,11.09
BELL,Sx_Sx,1,6,10,1.28,18.69
BELL,Py_Py,1,6,15,2.19,17.73
BELL,Sx_Sx,1,6,20,4.3,19.89
BELL,Py_Py,1,6,25,4.5,16.03
BELL,Sx_Sx,1,6,30,6.5,16.55
BELL,Py_Py,1,5,10,1.48,20.17
BELL,Sx_Sx,1,5,15,2.59,20.48
BELL,Py_Py,1,5,20,3.9,18.22
BELL,Sx_Sx,1,5,25,4.7,16.34
BELL,Py_Py,1,5,30,5.9,15.72
BELL,Sx_Sx,1,4,10,2.02,30.81
BELL,Py_Py,1,4,15,2.55,19.05
BELL,Sx_Sx,1,4,20,4.9,21.59
BELL,Py_Py,1,4,25,5.8,18.4
BELL,Sx_Sx,1,4,30,7,17.39
BELL,Py_Py,1,3,10,0.85,
BELL,Sx_Sx,1,3,15,1.3,10.4
BELL,Py_Py,1,3,20,2.5,14.53
BELL,Sx_Sx,1,3,25,3,12.09
BELL,Py_Py,1,3,30,3.6,11.73
BELL,Sx_Sx,1,2,10,2.02,30.81
BELL,Py_Py,1,2,15,3.25,21.23
BELL,Sx_Sx,1,2,20,4.9,21.59
BELL,Py_Py,1,2,25,7.4,21.01
BELL,Sx_Sx,1,2,30,8.9,20.41
BELL,Py_Py,1,1,10,1.7,21.57
BELL,Sx_Sx,1,1,15,2.84,21.74
BELL,Py_Py,1,1,20,4.9,20.4
BELL,Sx_Sx,1,1,25,,
BELL,Py_Py,1,1,30,,
BELL,Sx_Sx,1,1,10,,
BELL,Py_Py,1,1,15,,
BELL,Sx_Sx,1,1,20,,
BELL,Py_Py,1,1,25,,
BELL,Sx_Sx,1,1,30,,
BELL,Py_Py,1,2,10,2.73,26.36
BELL,Sx_Sx,1,2,15,4.12,27.3
BELL,Py_Py,1,2,20,6.1,22.78
BELL,Sx_Sx,1,2,25,6.7,20.52
BELL,Py_Py,1,2,30,9.5,20.82
BELL,Sx_Sx,1,3,10,1.87,29.22
BELL,Py_Py,1,3,15,3.9,23.03
BELL,Sx_Sx,1,3,20,6.6,25.86
BELL,Py_Py,1,3,25,8.7,23.01
BELL,Sx_Sx,1,3,30,10.3,22.51
BELL,Py_Py,1,4,10,2.04,23.4
BELL,Sx_Sx,1,4,15,3.95,26.6
BELL,Py_Py,1,4,20,6.4,23.35
BELL,Sx_Sx,1,4,25,8.5,23.87
BELL,Py_Py,1,4,30,9.7,21.07
BELL,Sx_Sx,1,5,10,1.5,24
BELL,Py_Py,1,5,15,2.27,18.02
BELL,Sx_Sx,1,5,20,4.1,19.35
BELL,Py_Py,1,5,25,4.9,16.81
BELL,Sx_Sx,1,5,30,5.1,14.06
BELL,Py_Py,1,6,10,2.16,23.96
BELL,Sx_Sx,1,6,15,3.35,24.08
BELL,Py_Py,1,6,20,5.3,21.2
BELL,Sx_Sx,1,6,25,6.3,19.74
BELL,Py_Py,1,6,30,7.4,17.95
BELL,Sx_Sx,1,7,10,2.07,31.31
BELL,Py_Py,1,7,15,4,23.28
BELL,Sx_Sx,1,7,20,5.8,23.93
BELL,Py_Py,1,7,25,8.3,22.4
BELL,Sx_Sx,1,7,30,8.6,19.95
BELL,Py_Py,1,8,10,2.46,25.29
BELL,Sx_Sx,1,8,15,4.39,28.26
BELL,Py_Py,1,8,20,5.9,22.4
BELL,Sx_Sx,1,8,25,6.8,20.72
BELL,Py_Py,1,8,30,8.7,19.74
BELL,Sx_Sx,1,9,10,2.08,31.33
BELL,Py_Py,1,9,15,4.49,24.55
BELL,Sx_Sx,1,9,20,7,26.8
BELL,Py_Py,1,9,25,10.3,25.37
BELL,Sx_Sx,1,9,30,11.4,24.11
BELL,Py_Py,1,10,10,0.89,
BELL,Sx_Sx,1,10,15,1.12,
BELL,Py_Py,1,10,20,1.4,9.71
BELL,Sx_Sx,1,10,25,2.4,10.31
BELL,Py_Py,1,10,30,3.7,11.91
BELL,Sx_Sx,1,10,10,1.83,28.59
BELL,Py_Py,1,10,15,3.29,21.33
BELL,Sx_Sx,1,10,20,5.5,23.16
BELL,Py_Py,1,10,25,8.6,22.86
BELL,Sx_Sx,1,10,30,10.9,23.38
BELL,Py_Py,1,9,10,1.09,
BELL,Sx_Sx,1,9,15,1.32,10.89
BELL,Py_Py,1,9,20,1.6,11
BELL,Sx_Sx,1,9,25,,
BELL,Py_Py,1,9,30,,
BELL,Sx_Sx,1,8,10,1.98,30.32
BELL,Py_Py,1,8,15,4.34,24.14
BELL,Sx_Sx,1,8,20,7.4,27.69
BELL,Py_Py,1,8,25,9.2,23.75
BELL,Sx_Sx,1,8,30,11.7,24.54
BELL,Py_Py,1,7,10,1.63,21.19
BELL,Sx_Sx,1,7,15,2.52,20.16
BELL,Py_Py,1,7,20,4.4,19.32
BELL,Sx_Sx,1,7,25,5.7,18.53
BELL,Py_Py,1,7,30,7,17.36
BELL,Sx_Sx,1,6,10,1.38,21.74
BELL,Py_Py,1,6,15,1.82,16.15
BELL,Sx_Sx,1,6,20,3.2,16.5
BELL,Py_Py,1,6,25,4.8,16.61
BELL,Sx_Sx,1,6,30,4.6,13.12
BELL,Py_Py,1,5,10,1.65,21.35
BELL,Sx_Sx,1,5,15,2.7,21.09
BELL,Py_Py,1,5,20,4.7,19.98
BELL,Sx_Sx,1,5,25,6.6,20.32
BELL,Py_Py,1,5,30,6.7,16.93
BELL,Sx_Sx,1,4,10,1.53,24.48
BELL,Py_Py,1,4,15,2.1,17.39
BELL,Sx_Sx,1,4,20,2.2,12.65
BELL,Py_Py,1,4,25,2.6,11.78
BELL,Sx_Sx,1,4,30,3.1,10
BELL,Py_Py,1,3,10,3.1,27.8
BELL,Sx_Sx,1,3,15,5.32,31.55
BELL,Py_Py,1,3,20,7.9,26.05
BELL,Sx_Sx,1,3,25,2,8.94
BELL,Py_Py,1,3,30,11.9,23.89
BELL,Sx_Sx,1,2,10,1.74,27.62
BELL,Py_Py,1,2,15,2.42,18.57
BELL,Sx_Sx,1,2,20,4,19.03
BELL,Py_Py,1,2,25,5.3,17.51
BELL,Sx_Sx,1,2,30,6.8,17.05
BELL,Py_Py,1,1,10,2.41,25.08
BELL,Sx_Sx,1,1,15,4.46,28.57
BELL,Py_Py,1,1,20,3.3,16.76
BELL,Sx_Sx,1,1,25,,
BELL,Py_Py,1,1,30,,
BELL,Sx_Sx,1,1,10,2.57,35.82
BELL,Py_Py,1,1,15,4.73,25.13
BELL,Sx_Sx,1,1,20,7.3,27.46
BELL,Py_Py,1,1,25,8.9,23.31
BELL,Sx_Sx,1,1,30,11.4,24.11
BELL,Py_Py,1,2,10,2.75,26.47
BELL,Sx_Sx,1,2,15,4.78,29.73
BELL,Py_Py,1,2,20,8.1,26.42
BELL,Sx_Sx,1,2,25,10.6,27.45
BELL,Py_Py,1,2,30,13,25.26
BELL,Sx_Sx,1,3,10,3.04,39.33
BELL,Py_Py,1,3,15,4.32,24.1
BELL,Sx_Sx,1,3,20,6.4,25.4
BELL,Py_Py,1,3,25,8.6,22.86
BELL,Sx_Sx,1,3,30,9.9,21.93
BELL,Py_Py,1,4,10,2.85,26.85
BELL,Sx_Sx,1,4,15,4.82,29.82
BELL,Py_Py,1,4,20,7.2,24.81
BELL,Sx_Sx,1,4,25,8.3,23.51
BELL,Py_Py,1,4,30,11.8,23.78
BELL,Sx_Sx,1,5,10,2.45,34.76
BELL,Py_Py,1,5,15,4.75,25.2
BELL,Sx_Sx,1,5,20,7.6,28.14
BELL,Py_Py,1,5,25,10.4,25.51
BELL,Sx_Sx,1,5,30,12.3,25.37
BELL,Py_Py,1,6,10,1.66,21.37
BELL,Sx_Sx,1,6,15,2.1,17.72
BELL,Py_Py,1,6,20,1.3,8.45
BELL,Sx_Sx,1,6,25,1.2,
BELL,Py_Py,1,6,30,,
BELL,Sx_Sx,1,7,10,1.59,25.44
BELL,Py_Py,1,7,15,2.25,17.93
BELL,Sx_Sx,1,7,20,3.4,17.16
BELL,Py_Py,1,7,25,,
BELL,Sx_Sx,1,7,30,,
BELL,Py_Py,1,8,10,2.32,24.65
BELL,Sx_Sx,1,8,15,4.46,28.57
BELL,Py_Py,1,8,20,7.8,25.9
BELL,Sx_Sx,1,8,25,10.3,26.96
BELL,Py_Py,1,8,30,12.9,25.14
BELL,Sx_Sx,1,9,10,2.05,31.01
BELL,Py_Py,1,9,15,3.4,21.62
BELL,Sx_Sx,1,9,20,5.7,23.69
BELL,Py_Py,1,9,25,7.6,21.32
BELL,Sx_Sx,1,9,30,9.5,21.34
BELL,Py_Py,1,10,10,2.24,24.36
BELL,Sx_Sx,1,10,15,3.07,22.83
BELL,Py_Py,1,10,20,3.5,17.28
BELL,Sx_Sx,1,10,25,4.2,15.16
BELL,Py_Py,1,10,30,5,14.28
BELL,Sx_Sx,1,10,10,2.09,31.48
BELL,Py_Py,1,10,15,4.96,25.69
BELL,Sx_Sx,1,10,20,6,24.42
BELL,Py_Py,1,10,25,8.1,22.12
BELL,Sx_Sx,1,10,30,9.5,21.34
BELL,Py_Py,1,9,10,1.43,19.84
BELL,Sx_Sx,1,9,15,2.25,18.56
BELL,Py_Py,1,9,20,3.8,17.99
BELL,Sx_Sx,1,9,25,,
BELL,Py_Py,1,9,30,,
BELL,Sx_Sx,1,8,10,2.33,33.79
BELL,Py_Py,1,8,15,3.35,21.51
BELL,Sx_Sx,1,8,20,5.4,22.91
BELL,Py_Py,1,8,25,7.3,20.87
BELL,Sx_Sx,1,8,30,9,20.57
BELL,Py_Py,1,7,10,3.75,30.12
BELL,Sx_Sx,1,7,15,5.97,33.63
BELL,Py_Py,1,7,20,8.2,26.59
BELL,Sx_Sx,1,7,25,8.4,23.69
BELL,Py_Py,1,7,30,9.1,20.28
BELL,Sx_Sx,1,6,10,2.89,38.29
BELL,Py_Py,1,6,15,4.7,25.04
BELL,Sx_Sx,1,6,20,7.5,27.89
BELL,Py_Py,1,6,25,9.9,24.79
BELL,Sx_Sx,1,6,30,11.5,24.26
BELL,Py_Py,1,5,10,2.05,23.45
BELL,Sx_Sx,1,5,15,4.4,28.33
BELL,Py_Py,1,5,20,6.7,23.89
BELL,Sx_Sx,1,5,25,8.7,24.23
BELL,Py_Py,1,5,30,10.1,21.6
BELL,Sx_Sx,1,4,10,1.75,27.56
BELL,Py_Py,1,4,15,3.35,21.51
BELL,Sx_Sx,1,4,20,4.8,21.3
BELL,Py_Py,1,4,25,7.5,21.18
BELL,Sx_Sx,1,4,30,8,19
BELL,Py_Py,1,3,10,2,23.25
BELL,Sx_Sx,1,3,15,3.39,24.26
BELL,Py_Py,1,3,20,5.7,22
BELL,Sx_Sx,1,3,25,6.3,19.74
BELL,Py_Py,1,3,30,7.9,18.64
BELL,Sx_Sx,1,2,10,2.42,34.49
BELL,Py_Py,1,2,15,4.36,24.22
BELL,Sx_Sx,1,2,20,7.5,27.89
BELL,Py_Py,1,2,25,11,26.36
BELL,Sx_Sx,1,2,30,12.7,25.92
BELL,Py_Py,1,1,10,2.54,25.64
BELL,Sx_Sx,1,1,15,4.62,29.09
BELL,Py_Py,1,1,20,7.5,25.34
BELL,Sx_Sx,1,1,25,10.3,26.96
BELL,Py_Py,1,1,30,12,24.02
BELL,Sx_Sx,1,1,10,1.77,27.88
BELL,Py_Py,1,1,15,3.67,22.42
BELL,Sx_Sx,1,1,20,6.1,24.69
BELL,Py_Py,1,1,25,,
BELL,Sx_Sx,1,1,30,,
BELL,Py_Py,1,2,10,1.71,21.7
BELL,Sx_Sx,1,2,15,2.82,21.68
BELL,Py_Py,1,2,20,4.6,19.77
BELL,Sx_Sx,1,2,25,,
BELL,Py_Py,1,2,30,,
BELL,Sx_Sx,1,3,10,1.14,
BELL,Py_Py,1,3,15,1.77,15.93
BELL,Sx_Sx,1,3,20,2.9,15.41
BELL,Py_Py,1,3,25,3.4,13.76
BELL,Sx_Sx,1,3,30,4.1,12.14
BELL,Py_Py,1,4,10,2.02,23.29
BELL,Sx_Sx,1,4,15,3.3,23.93
BELL,Py_Py,1,4,20,5.5,21.61
BELL,Sx_Sx,1,4,25,7.9,22.77
BELL,Py_Py,1,4,30,9.5,20.82
BELL,Sx_Sx,1,5,10,2.35,33.93
BELL,Py_Py,1,5,15,4.75,25.2
BELL,Sx_Sx,1,5,20,7.9,28.76
BELL,Py_Py,1,5,25,10.4,25.51
BELL,Sx_Sx,1,5,30,13.2,26.61
BELL,Py_Py,1,6,10,1.72,21.72
BELL,Sx_Sx,1,6,15,3.05,22.78
BELL,Py_Py,1,6,20,5.5,21.61
BELL,Sx_Sx,1,6,25,7.2,21.49
BELL,Py_Py,1,6,30,8.8,19.87
BELL,Sx_Sx,1,7,10,1.66,26.56
BELL,Py_Py,1,7,15,2.88,20.07
BELL,Sx_Sx,1,7,20,5,21.88
BELL,Py_Py,1,7,25,5.5,17.88
BELL,Sx_Sx,1,7,30,8.2,19.31
BELL,Py_Py,1,8,10,2.02,23.29
BELL,Sx_Sx,1,8,15,3.29,23.85
BELL,Py_Py,1,8,20,5.6,21.81
BELL,Sx_Sx,1,8,25,7.2,21.49
BELL,Py_Py,1,8,30,8.9,20.03
BELL,Sx_Sx,1,9,10,2.35,33.93
BELL,Py_Py,1,9,15,3.99,23.25
BELL,Sx_Sx,1,9,20,7,26.8
BELL,Py_Py,1,9,25,8.9,23.31
BELL,Sx_Sx,1,9,30,10.1,22.21
BELL,Py_Py,1,10,10,3.55,29.45
BELL,Sx_Sx,1,10,15,5.72,32.85
BELL,Py_Py,1,10,20,8.7,27.46
BELL,Sx_Sx,1,10,25,11.1,28.27
BELL,Py_Py,1,10,30,13,25.26
BELL,Sx_Sx,1,10,10,1.99,30.35
BELL,Py_Py,1,10,15,3.21,21.07
BELL,Sx_Sx,1,10,20,5.1,22.11
BELL,Py_Py,1,10,25,7,20.37
BELL,Sx_Sx,1,10,30,6.2,16.03
BELL,Py_Py,1,9,10,2.55,25.66
BELL,Sx_Sx,1,9,15,4.95,30.32
BELL,Py_Py,1,9,20,7.5,25.34
BELL,Sx_Sx,1,9,25,10.8,27.8
BELL,Py_Py,1,9,30,11.9,23.89
BELL,Sx_Sx,1,8,10,0.77,
BELL,Py_Py,1,8,15,0.74,
BELL,Sx_Sx,1,8,20,1.2,
BELL,Py_Py,1,8,25,,
BELL,Sx_Sx,1,8,30,,
BELL,Py_Py,1,7,10,1.01,
BELL,Sx_Sx,1,7,15,1.18,
BELL,Py_Py,1,7,20,,
BELL,Sx_Sx,1,7,25,,
BELL,Py_Py,1,7,30,,
BELL,Sx_Sx,1,6,10,2.28,33.35
BELL,Py_Py,1,6,15,5.75,27.58
BELL,Sx_Sx,1,6,20,8.5,30.05
BELL,Py_Py,1,6,25,11,26.36
BELL,Sx_Sx,1,6,30,13.7,27.29
BELL,Py_Py,1,5,10,1.65,21.35
BELL,Sx_Sx,1,5,15,2.42,19.59
BELL,Py_Py,1,5,20,3.5,17.28
BELL,Sx_Sx,1,5,25,4,14.69
BELL,Py_Py,1,5,30,4.7,13.77
BELL,Sx_Sx,1,4,10,2.26,33.05
BELL,Py_Py,1,4,15,4.12,23.59
BELL,Sx_Sx,1,4,20,6.4,25.4
BELL,Py_Py,1,4,25,8.5,22.71
BELL,Sx_Sx,1,4,30,10.4,22.67
BELL,Py_Py,1,3,10,1.64,21.22
BELL,Sx_Sx,1,3,15,2.42,19.59
BELL,Py_Py,1,3,20,3.7,17.75
BELL,Sx_Sx,1,3,25,,
BELL,Py_Py,1,3,30,,
BELL,Sx_Sx,1,2,10,1.52,24.32
BELL,Py_Py,1,2,15,1.98,16.89
BELL,Sx_Sx,1,2,20,1.5,9
BELL,Py_Py,1,2,25,0.7,
BELL,Sx_Sx,1,2,30,,
BELL,Py_Py,1,1,10,0.93,
BELL,Sx_Sx,1,1,15,1.14,
BELL,Py_Py,1,1,20,1.4,9.71
BELL,Sx_Sx,1,1,25,1.5,6.84
BELL,Py_Py,1,1,30,1.75,6.67
BELL,Sx_Sx,1,1,10,3.38,41.62
BELL,Py_Py,1,1,15,6.5,29.25
BELL,Sx_Sx,1,1,20,9.6,32.29
BELL,Py_Py,1,1,25,11,26.36
BELL,Sx_Sx,1,1,30,13.7,27.29
BELL,Py_Py,1,2,10,1.84,22.43
BELL,Sx_Sx,1,2,15,3.32,23.97
BELL,Py_Py,1,2,20,5.4,21.43
BELL,Sx_Sx,1,2,25,6.1,19.35
BELL,Py_Py,1,2,30,6.7,16.93
BELL,Sx_Sx,1,3,10,3.64,43.34
BELL,Py_Py,1,3,15,6.29,28.8
BELL,Sx_Sx,1,3,20,9.7,32.51
BELL,Py_Py,1,3,25,12.9,29.03
BELL,Sx_Sx,1,3,30,15,29.03
BELL,Py_Py,1,4,10,2.48,25.34
BELL,Sx_Sx,1,4,15,4.59,29.05
BELL,Py_Py,1,4,20,8.1,26.42
BELL,Sx_Sx,1,4,25,10.4,27.14
BELL,Py_Py,1,4,30,13.2,25.52
BELL,Sx_Sx,1,5,10,2.75,37.13
BELL,Py_Py,1,5,15,4.17,23.72
BELL,Sx_Sx,1,5,20,6.4,25.4
BELL,Py_Py,1,5,25,8.3,22.4
BELL,Sx_Sx,1,5,30,10,22.07
BELL,Py_Py,1,6,10,1.59,20.97
BELL,Sx_Sx,1,6,15,2.9,22.02
BELL,Py_Py,1,6,20,3.4,17
BELL,Sx_Sx,1,6,25,1.8,8.21
BELL,Py_Py,1,6,30,,
BELL,Sx_Sx,1,7,10,3.5,42.44
BELL,Py_Py,1,7,15,5.5,26.98
BELL,Sx_Sx,1,7,20,9.3,31.71
BELL,Py_Py,1,7,25,11.2,26.64
BELL,Sx_Sx,1,7,30,13.7,27.29
BELL,Py_Py,1,8,10,2.86,26.9
BELL,Sx_Sx,1,8,15,5,30.47
BELL,Py_Py,1,8,20,8,26.25
BELL,Sx_Sx,1,8,25,8.9,24.58
BELL,Py_Py,1,8,30,12.8,25.03
BELL,Sx_Sx,1,9,10,1.75,27.56
BELL,Py_Py,1,9,15,3.42,21.7
BELL,Sx_Sx,1,9,20,5.7,23.69
BELL,Py_Py,1,9,25,7.7,21.48
BELL,Sx_Sx,1,9,30,9.6,21.49
BELL,Py_Py,1,10,10,2.88,27
BELL,Sx_Sx,1,10,15,5.49,32.08
BELL,Py_Py,1,10,20,8.4,26.94
BELL,Sx_Sx,1,10,25,11.3,28.6
BELL,Py_Py,1,10,30,14.4,27
BELL,Sx_Sx,1,10,10,3.52,42.57
BELL,Py_Py,1,10,15,6.59,29.47
BELL,Sx_Sx,1,10,20,10.4,33.88
BELL,Py_Py,1,10,25,13.6,30.02
BELL,Sx_Sx,1,10,30,15.8,30.09
BELL,Py_Py,1,9,10,3.81,30.36
BELL,Sx_Sx,1,9,15,6.92,36.49
BELL,Py_Py,1,9,20,10.6,30.66
BELL,Sx_Sx,1,9,25,13.8,32.48
BELL,Py_Py,1,9,30,16.4,29.4
BELL,Sx_Sx,1,8,10,2.02,30.81
BELL,Py_Py,1,8,15,3.44,21.77
