Trial_ID,Trial_Name,SppComposition_Label,PlantingYear,Project_Name,EP,Trial_Type,Latitude,Longitude,Elevation,Slope,Aspect,BGCv12,BGC,SS_NoSpace,SMR,SNR,SiteSoilFactor1,SiteSoilFactor2,SiteSoilFactor3,SitePrep,PlantingDate,PlantingSeason,Comments_Site,SppVar,Seedlots,Seed_Class,StockType,Num_Planted,Planting_Comments,Assessor_Qual,Qual_Date,Qualitative_Vigour,Vigour_Variability,Best_Height_Offsite,Survival_est,Damage_Comments,SiteIndex,SiteIndex_Method,Local_Spp1,Best_Height_Local1,Local_Spp2,Best_Height_Local2,Local_Spp3,Best_Height_Local3
EP1392-GAVN,Gavin Lake,"",2010,AMAT,1392.25,Research,52.45811,-121.66572,980,,,"",ICHmk3,"","",,,,,,,"","",FDI,63016,A,1-0 412A,,,,,,,,,,,,,,,,,
EP1392-GAVN,Gavin Lake,"",2010,AMAT,1392.25,Research,52.45811,-121.66572,980,,,"",ICHmk3,"","",,,,,,,"","",FDC,63094,A,1-0 412A,,,,,,,,,,,,,,,,,
EP1392-GAVN,Gavin Lake,"",2010,AMAT,1392.25,Research,52.45811,-121.66572,980,,,"",ICHmk3,"","",,,,,,,"","",FDI,63058,A,1-0 412A,,,,,,,,,,,,,,,,,
EP1392-GAVN,Gavin Lake,"",2010,AMAT,1392.25,Research,52.45811,-121.66572,980,,,"",ICHmk3,"","",,,,,,,"","",FDC,63022,A,1-0 412A,,,,,,,,,,,,,,,,,
EP1392-GAVN,Gavin Lake,"",2010,AMAT,1392.25,Research,52.45811,-121.66572,980,,,"",ICHmk3,"","",,,,,,,"","",LW,ID_WA_north,A,1-0 412A,,,,,,,,,,,,,,,,,
EP1392-GAVN,Gavin Lake,"",2010,AMAT,1392.25,Research,52.45811,-121.66572,980,,,"",ICHmk3,"","",,,,,,,"","",FDC,SpringfieldOR,A,1-0 412A,,,,,,,,,,,,,,,,,
EP1392-GAVN,Gavin Lake,"",2010,AMAT,1392.25,Research,52.45811,-121.66572,980,,,"",ICHmk3,"","",,,,,,,"","",PY,BC_south_Int,B,1-0 412A,,,,,,,,,,,,,,,,,
EP1392-GAVN,Gavin Lake,"",2010,AMAT,1392.25,Research,52.45811,-121.66572,980,,,"",ICHmk3,"","",,,,,,,"","",FDC,LongviewWA,A,1-0 412A,,,,,,,,,,,,,,,,,
EP1392-HAIN,Haines,"",2012,AMAT,1392.42,Research,59.42233,-136.25567,183,,,"",.,"","",,,,,,,"","",BA,BC_South_Int,B,1-0 412A,,,,,,,,,,,,,,,,,
EP1392-HAIN,Haines,"",2012,AMAT,1392.42,Research,59.42233,-136.25567,183,,,"",.,"","",,,,,,,"","",BG,Kootenay,B,1-0 412A,,,,,,,,,,,,,,,,,
EP1392-HAIN,Haines,"",2012,AMAT,1392.42,Research,59.42233,-136.25567,183,,,"",.,"","",,,,,,,"","",CW,Cw_Kootenay,B,1-0 412A,,,,,,,,,,,,,,,,,
EP1392-HAIN,Haines,"",2012,AMAT,1392.42,Research,59.42233,-136.25567,183,,,"",.,"","",,,,,,,"","",FDC,63094,A,1-0 412A,,,,,,,,,,,,,,,,,
EP1392-HAIN,Haines,"",2012,AMAT,1392.42,Research,59.42233,-136.25567,183,,,"",.,"","",,,,,,,"","",FDC,CoosBayOR,A,1-0 412A,,,,,,,,,,,,,,,,,
EP1392-HAIN,Haines,"",2012,AMAT,1392.42,Research,59.42233,-136.25567,183,,,"",.,"","",,,,,,,"","",FDC,LongviewWA,A,1-0 412A,,,,,,,,,,,,,,,,,
EP1392-HAIN,Haines,"",2012,AMAT,1392.42,Research,59.42233,-136.25567,183,,,"",.,"","",,,,,,,"","",FDI,63057,A,1-0 412A,,,,,,,,,,,,,,,,,
EP1392-HAIN,Haines,"",2012,AMAT,1392.42,Research,59.42233,-136.25567,183,,,"",.,"","",,,,,,,"","",FDI,63058,A,1-0 412A,,,,,,,,,,,,,,,,,
EP1392-HAIN,Haines,"",2012,AMAT,1392.42,Research,59.42233,-136.25567,183,,,"",.,"","",,,,,,,"","",FDI,63016,A,1-0 412A,,,,,,,,,,,,,,,,,
EP1392-HAIN,Haines,"",2012,AMAT,1392.42,Research,59.42233,-136.25567,183,,,"",.,"","",,,,,,,"","",FDI,63077,A,1-0 412A,,,,,,,,,,,,,,,,,
EP1392-HAIN,Haines,"",2012,AMAT,1392.42,Research,59.42233,-136.25567,183,,,"",.,"","",,,,,,,"","",FDI,60784,A,1-0 412A,,,,,,,,,,,,,,,,,
EP1392-HAIN,Haines,"",2012,AMAT,1392.42,Research,59.42233,-136.25567,183,,,"",.,"","",,,,,,,"","",LW,60779,A,1-0 412A,,,,,,,,,,,,,,,,,
EP1392-HAIN,Haines,"",2012,AMAT,1392.42,Research,59.42233,-136.25567,183,,,"",.,"","",,,,,,,"","",LW,60773,A,1-0 412A,,,,,,,,,,,,,,,,,
EP1392-HAIN,Haines,"",2012,AMAT,1392.42,Research,59.42233,-136.25567,183,,,"",.,"","",,,,,,,"","",LW,ID_WA_north,A,1-0 412A,,,,,,,,,,,,,,,,,
EP1392-HAIN,Haines,"",2012,AMAT,1392.42,Research,59.42233,-136.25567,183,,,"",.,"","",,,,,,,"","",PW,61256,A,1-0 412A,,,,,,,,,,,,,,,,,
EP1392-HAIN,Haines,"",2012,AMAT,1392.42,Research,59.42233,-136.25567,183,,,"",.,"","",,,,,,,"","",YC,Maritime,A,1-0 412A,,,,,,,,,,,,,,,,,
EP1392-HIGH,High Level,"",2012,AMAT,1392.48,Research,59.1419,-117.5677,334,,,"",.,"","",,,,,,,"","",BG,Kootenay,B,1-0 412A,,,,,,,,,,,,,,,,,
EP1392-HIGH,High Level,"",2012,AMAT,1392.48,Research,59.1419,-117.5677,334,,,"",.,"","",,,,,,,"","",PY,ID_Plains,A,1-0 412A,,,,,,,,,,,,,,,,,
EP1392-HIGH,High Level,"",2012,AMAT,1392.48,Research,59.1419,-117.5677,334,,,"",.,"","",,,,,,,"","",LW,OR_central,B,1-0 412A,,,,,,,,,,,,,,,,,
EP1392-HIGH,High Level,"",2012,AMAT,1392.48,Research,59.1419,-117.5677,334,,,"",.,"","",,,,,,,"","",LW,60773,A,1-0 412A,,,,,,,,,,,,,,,,,
EP1392-HIGH,High Level,"",2012,AMAT,1392.48,Research,59.1419,-117.5677,334,,,"",.,"","",,,,,,,"","",PY,BC_south_Int,B,1-0 412A,,,,,,,,,,,,,,,,,
EP1392-HIGH,High Level,"",2012,AMAT,1392.48,Research,59.1419,-117.5677,334,,,"",.,"","",,,,,,,"","",BA,BC_South_Int,B,1-0 412A,,,,,,,,,,,,,,,,,
EP1392-HIGH,High Level,"",2012,AMAT,1392.48,Research,59.1419,-117.5677,334,,,"",.,"","",,,,,,,"","",CW,Cw_Kootenay,B,1-0 412A,,,,,,,,,,,,,,,,,
EP1392-HIGH,High Level,"",2012,AMAT,1392.48,Research,59.1419,-117.5677,334,,,"",.,"","",,,,,,,"","",FDC,63094,A,1-0 412A,,,,,,,,,,,,,,,,,
EP1392-HIGH,High Level,"",2012,AMAT,1392.48,Research,59.1419,-117.5677,334,,,"",.,"","",,,,,,,"","",FDC,CoosBayOR,A,1-0 412A,,,,,,,,,,,,,,,,,
EP1392-HIGH,High Level,"",2012,AMAT,1392.48,Research,59.1419,-117.5677,334,,,"",.,"","",,,,,,,"","",FDC,LongviewWA,A,1-0 412A,,,,,,,,,,,,,,,,,
EP1392-HIGH,High Level,"",2012,AMAT,1392.48,Research,59.1419,-117.5677,334,,,"",.,"","",,,,,,,"","",FDC,SpringfieldOR,A,1-0 412A,,,,,,,,,,,,,,,,,
EP1392-HIGH,High Level,"",2012,AMAT,1392.48,Research,59.1419,-117.5677,334,,,"",.,"","",,,,,,,"","",FDI,63057,A,1-0 412A,,,,,,,,,,,,,,,,,
EP1392-HIGH,High Level,"",2012,AMAT,1392.48,Research,59.1419,-117.5677,334,,,"",.,"","",,,,,,,"","",FDI,63058,A,1-0 412A,,,,,,,,,,,,,,,,,
EP1392-HIGH,High Level,"",2012,AMAT,1392.48,Research,59.1419,-117.5677,334,,,"",.,"","",,,,,,,"","",FDI,63016,A,1-0 412A,,,,,,,,,,,,,,,,,
EP1392-HIGH,High Level,"",2012,AMAT,1392.48,Research,59.1419,-117.5677,334,,,"",.,"","",,,,,,,"","",FDI,60784,A,1-0 412A,,,,,,,,,,,,,,,,,
EP1392-HIGH,High Level,"",2012,AMAT,1392.48,Research,59.1419,-117.5677,334,,,"",.,"","",,,,,,,"","",YC,Kootenay,B,1-0 412A,,,,,,,,,,,,,,,,,
EP1392-KITI,Kitimat,"",2010,AMAT,1392.19,Research,53.805,-128.68972,130,,,"",CWHvm,"","",,,,,,,"","",CW,2010.24,LC,1-0 412A,,,,,,,,,,,,,,,,,
EP1392-KITI,Kitimat,"",2010,AMAT,1392.19,Research,53.805,-128.68972,130,,,"",CWHvm,"","",,,,,,,"","",BG,Kootenay,B,1-0 412A,,,,,,,,,,,,,,,,,
EP1392-KITI,Kitimat,"",2010,AMAT,1392.19,Research,53.805,-128.68972,130,,,"",CWHvm,"","",,,,,,,"","",LW,60773,A,1-0 412A,,,,,,,,,,,,,,,,,
EP1392-KITI,Kitimat,"",2010,AMAT,1392.19,Research,53.805,-128.68972,130,,,"",CWHvm,"","",,,,,,,"","",YC,Kootenay,B,1-0 412A,,,,,,,,,,,,,,,,,
EP1392-KITI,Kitimat,"",2010,AMAT,1392.19,Research,53.805,-128.68972,130,,,"",CWHvm,"","",,,,,,,"","",CW,63035,A,1-0 412A,,,,,,,,,,,,,,,,,
EP1392-KITI,Kitimat,"",2010,AMAT,1392.19,Research,53.805,-128.68972,130,,,"",CWHvm,"","",,,,,,,"","",YC,Maritime,A,1-0 412A,,,,,,,,,,,,,,,,,
EP1392-KITI,Kitimat,"",2010,AMAT,1392.19,Research,53.805,-128.68972,130,,,"",CWHvm,"","",,,,,,,"","",FDI,ID_north,A,1-0 412A,,,,,,,,,,,,,,,,,
EP1392-KITI,Kitimat,"",2010,AMAT,1392.19,Research,53.805,-128.68972,130,,,"",CWHvm,"","",,,,,,,"","",PW,60785,A,1-0 412A,,,,,,,,,,,,,,,,,
EP1392-KITI,Kitimat,"",2010,AMAT,1392.19,Research,53.805,-128.68972,130,,,"",CWHvm,"","",,,,,,,"","",FDI,63058,A,1-0 412A,,,,,,,,,,,,,,,,,
EP1392-KITI,Kitimat,"",2010,AMAT,1392.19,Research,53.805,-128.68972,130,,,"",CWHvm,"","",,,,,,,"","",FDC,63022,A,1-0 412A,,,,,,,,,,,,,,,,,
EP1392-KITI,Kitimat,"",2010,AMAT,1392.19,Research,53.805,-128.68972,130,,,"",CWHvm,"","",,,,,,,"","",LW,60779,A,1-0 412A,,,,,,,,,,,,,,,,,
EP1392-KITI,Kitimat,"",2010,AMAT,1392.19,Research,53.805,-128.68972,130,,,"",CWHvm,"","",,,,,,,"","",BA,BC_South_Int,B,1-0 412A,,,,,,,,,,,,,,,,,
EP1392-KITI,Kitimat,"",2010,AMAT,1392.19,Research,53.805,-128.68972,130,,,"",CWHvm,"","",,,,,,,"","",FDC,SpringfieldOR,A,1-0 412A,,,,,,,,,,,,,,,,,
EP1392-KITI,Kitimat,"",2010,AMAT,1392.19,Research,53.805,-128.68972,130,,,"",CWHvm,"","",,,,,,,"","",FDC,CoosBayOR,A,1-0 412A,,,,,,,,,,,,,,,,,
EP1392-KITI,Kitimat,"",2010,AMAT,1392.19,Research,53.805,-128.68972,130,,,"",CWHvm,"","",,,,,,,"","",PW,61256,A,1-0 412A,,,,,,,,,,,,,,,,,
EP1392-KITI,Kitimat,"",2010,AMAT,1392.19,Research,53.805,-128.68972,130,,,"",CWHvm,"","",,,,,,,"","",FDC,63094,A,1-0 412A,,,,,,,,,,,,,,,,,
EP1392-KITI,Kitimat,"",2010,AMAT,1392.19,Research,53.805,-128.68972,130,,,"",CWHvm,"","",,,,,,,"","",FDC,LongviewWA,A,1-0 412A,,,,,,,,,,,,,,,,,
EP1392-KITI,Kitimat,"",2010,AMAT,1392.19,Research,53.805,-128.68972,130,,,"",CWHvm,"","",,,,,,,"","",PY,ID_Plains,A,1-0 412A,,,,,,,,,,,,,,,,,
EP1392-KITI,Kitimat,"",2010,AMAT,1392.19,Research,53.805,-128.68972,130,,,"",CWHvm,"","",,,,,,,"","",PY,BC_south_Int,B,1-0 412A,,,,,,,,,,,,,,,,,
EP1392-KITS,Kitsumkalum,"",2011,AMAT,1392.29,Research,54.60483,-128.72725,228,,,"",CWHws1,"","",,,,,,,"","",FDC,SpringfieldOR,A,1-0 412A,,,,,,,,,,,,,,,,,
EP1392-KITS,Kitsumkalum,"",2011,AMAT,1392.29,Research,54.60483,-128.72725,228,,,"",CWHws1,"","",,,,,,,"","",FDI,63057,A,1-0 412A,,,,,,,,,,,,,,,,,
EP1392-KITS,Kitsumkalum,"",2011,AMAT,1392.29,Research,54.60483,-128.72725,228,,,"",CWHws1,"","",,,,,,,"","",BG,Kootenay,B,1-0 412A,,,,,,,,,,,,,,,,,
EP1392-KITS,Kitsumkalum,"",2011,AMAT,1392.29,Research,54.60483,-128.72725,228,,,"",CWHws1,"","",,,,,,,"","",LW,60773,A,1-0 412A,,,,,,,,,,,,,,,,,
EP1392-KITS,Kitsumkalum,"",2011,AMAT,1392.29,Research,54.60483,-128.72725,228,,,"",CWHws1,"","",,,,,,,"","",LW,ID_WA_north,A,1-0 412A,,,,,,,,,,,,,,,,,
EP1392-KITS,Kitsumkalum,"",2011,AMAT,1392.29,Research,54.60483,-128.72725,228,,,"",CWHws1,"","",,,,,,,"","",FDC,LongviewWA,A,1-0 412A,,,,,,,,,,,,,,,,,
EP1392-KITS,Kitsumkalum,"",2011,AMAT,1392.29,Research,54.60483,-128.72725,228,,,"",CWHws1,"","",,,,,,,"","",FDI,60784,A,1-0 412A,,,,,,,,,,,,,,,,,
EP1392-KITS,Kitsumkalum,"",2011,AMAT,1392.29,Research,54.60483,-128.72725,228,,,"",CWHws1,"","",,,,,,,"","",YC,Kootenay,B,1-0 412A,,,,,,,,,,,,,,,,,
EP1392-KITS,Kitsumkalum,"",2011,AMAT,1392.29,Research,54.60483,-128.72725,228,,,"",CWHws1,"","",,,,,,,"","",CW,2011.206,LC,1-0 412A,,,,,,,,,,,,,,,,,
EP1392-KITS,Kitsumkalum,"",2011,AMAT,1392.29,Research,54.60483,-128.72725,228,,,"",CWHws1,"","",,,,,,,"","",YC,Maritime,A,1-0 412A,,,,,,,,,,,,,,,,,
EP1392-KITS,Kitsumkalum,"",2011,AMAT,1392.29,Research,54.60483,-128.72725,228,,,"",CWHws1,"","",,,,,,,"","",CW,63035,A,1-0 412A,,,,,,,,,,,,,,,,,
EP1392-KITS,Kitsumkalum,"",2011,AMAT,1392.29,Research,54.60483,-128.72725,228,,,"",CWHws1,"","",,,,,,,"","",FDC,63094,A,1-0 412A,,,,,,,,,,,,,,,,,
EP1392-KITS,Kitsumkalum,"",2011,AMAT,1392.29,Research,54.60483,-128.72725,228,,,"",CWHws1,"","",,,,,,,"","",FDI,63058,A,1-0 412A,,,,,,,,,,,,,,,,,
EP1392-KITS,Kitsumkalum,"",2011,AMAT,1392.29,Research,54.60483,-128.72725,228,,,"",CWHws1,"","",,,,,,,"","",CW,Cw_Kootenay,B,1-0 412A,,,,,,,,,,,,,,,,,
EP1392-KITS,Kitsumkalum,"",2011,AMAT,1392.29,Research,54.60483,-128.72725,228,,,"",CWHws1,"","",,,,,,,"","",FDC,63022,A,1-0 412A,,,,,,,,,,,,,,,,,
EP1392-KITS,Kitsumkalum,"",2011,AMAT,1392.29,Research,54.60483,-128.72725,228,,,"",CWHws1,"","",,,,,,,"","",LW,60779,A,1-0 412A,,,,,,,,,,,,,,,,,
EP1392-LIKE,Likely,"",2009,AMAT,1392.12,Research,52.57417,-121.84361,952,,,"",SBSdw1,"","",,,,,,,"","",PY,ID_Plains,A,1-0 412A,,,,,,,,,,,,,,,,,
EP1392-LIKE,Likely,"",2009,AMAT,1392.12,Research,52.57417,-121.84361,952,,,"",SBSdw1,"","",,,,,,,"","",PW,60785,A,1-0 412A,,,,,,,,,,,,,,,,,
EP1392-LIKE,Likely,"",2009,AMAT,1392.12,Research,52.57417,-121.84361,952,,,"",SBSdw1,"","",,,,,,,"","",FDI,2009.239,LC,1-0 412A,,,,,,,,,,,,,,,,,
EP1392-LIKE,Likely,"",2009,AMAT,1392.12,Research,52.57417,-121.84361,952,,,"",SBSdw1,"","",,,,,,,"","",PW,61256,A,1-0 412A,,,,,,,,,,,,,,,,,
EP1392-LIKE,Likely,"",2009,AMAT,1392.12,Research,52.57417,-121.84361,952,,,"",SBSdw1,"","",,,,,,,"","",PY,BC_south_Int,B,1-0 412A,,,,,,,,,,,,,,,,,
EP1392-LIKE,Likely,"",2009,AMAT,1392.12,Research,52.57417,-121.84361,952,,,"",SBSdw1,"","",,,,,,,"","",BG,Kootenay,B,1-0 412A,,,,,,,,,,,,,,,,,
EP1392-LIKE,Likely,"",2009,AMAT,1392.12,Research,52.57417,-121.84361,952,,,"",SBSdw1,"","",,,,,,,"","",CW,63035,A,1-0 412A,,,,,,,,,,,,,,,,,
EP1392-LIKE,Likely,"",2009,AMAT,1392.12,Research,52.57417,-121.84361,952,,,"",SBSdw1,"","",,,,,,,"","",FDC,63094,A,1-0 412A,,,,,,,,,,,,,,,,,
EP1392-LIKE,Likely,"",2009,AMAT,1392.12,Research,52.57417,-121.84361,952,,,"",SBSdw1,"","",,,,,,,"","",FDC,63022,A,1-0 412A,,,,,,,,,,,,,,,,,
EP1392-LIKE,Likely,"",2009,AMAT,1392.12,Research,52.57417,-121.84361,952,,,"",SBSdw1,"","",,,,,,,"","",FDC,LongviewWA,A,1-0 412A,,,,,,,,,,,,,,,,,
EP1392-LIKE,Likely,"",2009,AMAT,1392.12,Research,52.57417,-121.84361,952,,,"",SBSdw1,"","",,,,,,,"","",FDI,63016,A,1-0 412A,,,,,,,,,,,,,,,,,
EP1392-LIKE,Likely,"",2009,AMAT,1392.12,Research,52.57417,-121.84361,952,,,"",SBSdw1,"","",,,,,,,"","",FDI,63077,A,1-0 412A,,,,,,,,,,,,,,,,,
EP1392-LIKE,Likely,"",2009,AMAT,1392.12,Research,52.57417,-121.84361,952,,,"",SBSdw1,"","",,,,,,,"","",FDI,ID_north,A,1-0 412A,,,,,,,,,,,,,,,,,
EP1392-LIKE,Likely,"",2009,AMAT,1392.12,Research,52.57417,-121.84361,952,,,"",SBSdw1,"","",,,,,,,"","",YC,Maritime,A,1-0 412A,,,,,,,,,,,,,,,,,
EP1392-MACN,Mackenzie North,"",2011,AMAT,1392.28,Research,55.46556,-123.28436,688,,,"",SBSmk2,"","",,,,,,,"","",BA,BC_South_Int,B,1-0 412A,,,,,,,,,,,,,,,,,
EP1392-MACN,Mackenzie North,"",2011,AMAT,1392.28,Research,55.46556,-123.28436,688,,,"",SBSmk2,"","",,,,,,,"","",FDI,63058,A,1-0 412A,,,,,,,,,,,,,,,,,
EP1392-MACN,Mackenzie North,"",2011,AMAT,1392.28,Research,55.46556,-123.28436,688,,,"",SBSmk2,"","",,,,,,,"","",FDI,63057,A,1-0 412A,,,,,,,,,,,,,,,,,
EP1392-MACN,Mackenzie North,"",2011,AMAT,1392.28,Research,55.46556,-123.28436,688,,,"",SBSmk2,"","",,,,,,,"","",FDI,60784,A,1-0 412A,,,,,,,,,,,,,,,,,
EP1392-MACN,Mackenzie North,"",2011,AMAT,1392.28,Research,55.46556,-123.28436,688,,,"",SBSmk2,"","",,,,,,,"","",PY,BC_south_Int,B,1-0 412A,,,,,,,,,,,,,,,,,
EP1392-MACN,Mackenzie North,"",2011,AMAT,1392.28,Research,55.46556,-123.28436,688,,,"",SBSmk2,"","",,,,,,,"","",YC,Kootenay,B,1-0 412A,,,,,,,,,,,,,,,,,
EP1392-MACN,Mackenzie North,"",2011,AMAT,1392.28,Research,55.46556,-123.28436,688,,,"",SBSmk2,"","",,,,,,,"","",YC,Maritime,A,1-0 412A,,,,,,,,,,,,,,,,,
EP1392-MACN,Mackenzie North,"",2011,AMAT,1392.28,Research,55.46556,-123.28436,688,,,"",SBSmk2,"","",,,,,,,"","",BG,Kootenay,B,1-0 412A,,,,,,,,,,,,,,,,,
EP1392-MACN,Mackenzie North,"",2011,AMAT,1392.28,Research,55.46556,-123.28436,688,,,"",SBSmk2,"","",,,,,,,"","",PW,61256,A,1-0 412A,,,,,,,,,,,,,,,,,
EP1392-MACN,Mackenzie North,"",2011,AMAT,1392.28,Research,55.46556,-123.28436,688,,,"",SBSmk2,"","",,,,,,,"","",FDI,63016,A,1-0 412A,,,,,,,,,,,,,,,,,
EP1392-MACN,Mackenzie North,"",2011,AMAT,1392.28,Research,55.46556,-123.28436,688,,,"",SBSmk2,"","",,,,,,,"","",LW,60773,A,1-0 412A,,,,,,,,,,,,,,,,,
EP1392-MACN,Mackenzie North,"",2011,AMAT,1392.28,Research,55.46556,-123.28436,688,,,"",SBSmk2,"","",,,,,,,"","",LW,ID_WA_north,A,1-0 412A,,,,,,,,,,,,,,,,,
EP1392-MACN,Mackenzie North,"",2011,AMAT,1392.28,Research,55.46556,-123.28436,688,,,"",SBSmk2,"","",,,,,,,"","",FDI,63077,A,1-0 412A,,,,,,,,,,,,,,,,,
EP1392-MACN,Mackenzie North,"",2011,AMAT,1392.28,Research,55.46556,-123.28436,688,,,"",SBSmk2,"","",,,,,,,"","",FDC,CoosBayOR,A,1-0 412A,,,,,,,,,,,,,,,,,
EP1392-MACN,Mackenzie North,"",2011,AMAT,1392.28,Research,55.46556,-123.28436,688,,,"",SBSmk2,"","",,,,,,,"","",FDC,63094,A,1-0 412A,,,,,,,,,,,,,,,,,
EP1392-MACN,Mackenzie North,"",2011,AMAT,1392.28,Research,55.46556,-123.28436,688,,,"",SBSmk2,"","",,,,,,,"","",FDC,63022,A,1-0 412A,,,,,,,,,,,,,,,,,
EP1392-MACN,Mackenzie North,"",2011,AMAT,1392.28,Research,55.46556,-123.28436,688,,,"",SBSmk2,"","",,,,,,,"","",FDC,SpringfieldOR,A,1-0 412A,,,,,,,,,,,,,,,,,
EP1392-MACS,Mackenzie South Hwy39,"",2011,AMAT,1392.3,Research,55.25278,-123.09342,705,,,"",SBSmk1,"","",,,,,,,"","",FDC,CoosBayOR,A,1-0 412A,,,,,,,,,,,,,,,,,
EP1392-MACS,Mackenzie South Hwy39,"",2011,AMAT,1392.3,Research,55.25278,-123.09342,705,,,"",SBSmk1,"","",,,,,,,"","",PW,61256,A,1-0 412A,,,,,,,,,,,,,,,,,
EP1392-MACS,Mackenzie South Hwy39,"",2011,AMAT,1392.3,Research,55.25278,-123.09342,705,,,"",SBSmk1,"","",,,,,,,"","",FDI,2011.212,LC,1-0 412A,,,,,,,,,,,,,,,,,
EP1392-MACS,Mackenzie South Hwy39,"",2011,AMAT,1392.3,Research,55.25278,-123.09342,705,,,"",SBSmk1,"","",,,,,,,"","",FDI,63058,A,1-0 412A,,,,,,,,,,,,,,,,,
EP1392-MACS,Mackenzie South Hwy39,"",2011,AMAT,1392.3,Research,55.25278,-123.09342,705,,,"",SBSmk1,"","",,,,,,,"","",BG,Kootenay,B,1-0 412A,,,,,,,,,,,,,,,,,
EP1392-MACS,Mackenzie South Hwy39,"",2011,AMAT,1392.3,Research,55.25278,-123.09342,705,,,"",SBSmk1,"","",,,,,,,"","",LW,OR_central,B,1-0 412A,,,,,,,,,,,,,,,,,
EP1392-MACS,Mackenzie South Hwy39,"",2011,AMAT,1392.3,Research,55.25278,-123.09342,705,,,"",SBSmk1,"","",,,,,,,"","",LW,60779,A,1-0 412A,,,,,,,,,,,,,,,,,
EP1392-MACS,Mackenzie South Hwy39,"",2011,AMAT,1392.3,Research,55.25278,-123.09342,705,,,"",SBSmk1,"","",,,,,,,"","",PY,ID_Plains,A,1-0 412A,,,,,,,,,,,,,,,,,
EP1392-MACS,Mackenzie South Hwy39,"",2011,AMAT,1392.3,Research,55.25278,-123.09342,705,,,"",SBSmk1,"","",,,,,,,"","",FDI,63077,A,1-0 412A,,,,,,,,,,,,,,,,,
EP1392-MACS,Mackenzie South Hwy39,"",2011,AMAT,1392.3,Research,55.25278,-123.09342,705,,,"",SBSmk1,"","",,,,,,,"","",PY,BC_south_Int,B,1-0 412A,,,,,,,,,,,,,,,,,
EP1392-MACS,Mackenzie South Hwy39,"",2011,AMAT,1392.3,Research,55.25278,-123.09342,705,,,"",SBSmk1,"","",,,,,,,"","",YC,Kootenay,B,1-0 412A,,,,,,,,,,,,,,,,,
EP1392-MACS,Mackenzie South Hwy39,"",2011,AMAT,1392.3,Research,55.25278,-123.09342,705,,,"",SBSmk1,"","",,,,,,,"","",BA,BC_South_Int,B,1-0 412A,,,,,,,,,,,,,,,,,
EP1392-MACS,Mackenzie South Hwy39,"",2011,AMAT,1392.3,Research,55.25278,-123.09342,705,,,"",SBSmk1,"","",,,,,,,"","",CW,63035,A,1-0 412A,,,,,,,,,,,,,,,,,
EP1392-MACS,Mackenzie South Hwy39,"",2011,AMAT,1392.3,Research,55.25278,-123.09342,705,,,"",SBSmk1,"","",,,,,,,"","",FDC,63094,A,1-0 412A,,,,,,,,,,,,,,,,,
EP1392-MACS,Mackenzie South Hwy39,"",2011,AMAT,1392.3,Research,55.25278,-123.09342,705,,,"",SBSmk1,"","",,,,,,,"","",FDC,63022,A,1-0 412A,,,,,,,,,,,,,,,,,
EP1392-MACS,Mackenzie South Hwy39,"",2011,AMAT,1392.3,Research,55.25278,-123.09342,705,,,"",SBSmk1,"","",,,,,,,"","",FDC,LongviewWA,A,1-0 412A,,,,,,,,,,,,,,,,,
EP1392-MCLE,McLeese Lake,"",2010,AMAT,1392.16,Research,52.4925,-122.14028,950,,,"",SBSdw2,"","",,,,,,,"","",CW,Cw_Kootenay,B,1-0 412A,,,,,,,,,,,,,,,,,
EP1392-MCLE,McLeese Lake,"",2010,AMAT,1392.16,Research,52.4925,-122.14028,950,,,"",SBSdw2,"","",,,,,,,"","",FDC,63022,A,1-0 412A,,,,,,,,,,,,,,,,,
EP1392-MCLE,McLeese Lake,"",2010,AMAT,1392.16,Research,52.4925,-122.14028,950,,,"",SBSdw2,"","",,,,,,,"","",FDI,63057,A,1-0 412A,,,,,,,,,,,,,,,,,
EP1392-MCLE,McLeese Lake,"",2010,AMAT,1392.16,Research,52.4925,-122.14028,950,,,"",SBSdw2,"","",,,,,,,"","",BG,Kootenay,B,1-0 412A,,,,,,,,,,,,,,,,,
EP1392-MCLE,McLeese Lake,"",2010,AMAT,1392.16,Research,52.4925,-122.14028,950,,,"",SBSdw2,"","",,,,,,,"","",PW,60785,A,1-0 412A,,,,,,,,,,,,,,,,,
EP1392-MCLE,McLeese Lake,"",2010,AMAT,1392.16,Research,52.4925,-122.14028,950,,,"",SBSdw2,"","",,,,,,,"","",FDI,63058,A,1-0 412A,,,,,,,,,,,,,,,,,
EP1392-MCLE,McLeese Lake,"",2010,AMAT,1392.16,Research,52.4925,-122.14028,950,,,"",SBSdw2,"","",,,,,,,"","",FDI,2010.21,LC,1-0 412A,,,,,,,,,,,,,,,,,
EP1392-MCLE,McLeese Lake,"",2010,AMAT,1392.16,Research,52.4925,-122.14028,950,,,"",SBSdw2,"","",,,,,,,"","",PW,61256,A,1-0 412A,,,,,,,,,,,,,,,,,
EP1392-MCLE,McLeese Lake,"",2010,AMAT,1392.16,Research,52.4925,-122.14028,950,,,"",SBSdw2,"","",,,,,,,"","",LW,OR_central,B,1-0 412A,,,,,,,,,,,,,,,,,
EP1392-MCLE,McLeese Lake,"",2010,AMAT,1392.16,Research,52.4925,-122.14028,950,,,"",SBSdw2,"","",,,,,,,"","",YC,Maritime,A,1-0 412A,,,,,,,,,,,,,,,,,
